seed,date,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover,trading_cost_paid,cost_coeff
6,2020-03-23,Simple alpha + SampleCov + Basic + One-Step,0.9740733304443774,0.9740733304443774,-0.025926669555622634,-0.025926669555622634,1.2000007944078934,0.0,0.009123385531981899
6,2020-03-24,Simple alpha + SampleCov + Basic + One-Step,1.050513124030546,1.039848901134686,0.07847437271616536,0.0675263028300976,0.3999972325661733,0.01094806988606776,0.012557555273129439
6,2020-03-25,Simple alpha + SampleCov + Basic + One-Step,1.0868396487508933,1.070583511367923,0.03457979142704273,0.0295568040699942,0.3254793177510224,0.005022987357048532,0.011593557767274198
6,2020-03-26,Simple alpha + SampleCov + Basic + One-Step,1.1214834002582748,1.1006692799020206,0.03187567876015331,0.02810221548775384,0.39998626888674965,0.0037734632723994727,0.011183212444796968
6,2020-03-27,Simple alpha + SampleCov + Basic + One-Step,1.1094716315722157,1.0839570047537586,-0.010710607649915077,-0.015183739069877283,0.20007243888061169,0.004473131419962205,0.010531213225389732
6,2020-03-30,Simple alpha + SampleCov + Basic + One-Step,1.1189087991268085,1.0908932414635788,0.008506001673264433,0.006398996158888956,0.19997418924430613,0.0021070055143754766,0.009756034006058845
6,2020-03-31,Simple alpha + SampleCov + Basic + One-Step,1.1071033601537088,1.077255106825152,-0.01055085006241145,-0.012501805053012948,0.2384558134643633,0.0019509549906014975,0.008990454651105002
6,2020-04-01,Simple alpha + SampleCov + Basic + One-Step,1.0183432999429742,0.9885786300085855,-0.08017323712070686,-0.08231706329795056,0.7029223294561195,0.0021438261772437116,0.009239008321995756
6,2020-04-02,Simple alpha + SampleCov + Basic + One-Step,1.058454995564069,1.0210977886480144,0.03938916829259928,0.03289486304103755,0.18482442944968946,0.006494305251561731,0.008864874768039646
6,2020-04-03,Simple alpha + SampleCov + Basic + One-Step,1.049801450104457,1.011076649212837,-0.008175638544745309,-0.009814083965891184,0.2152412493219945,0.0016384454211458759,0.00839375541729813
6,2020-04-06,Simple alpha + SampleCov + Basic + One-Step,1.091876593046133,1.0497730409137038,0.040079143477549324,0.03827246107502681,0.374705320422828,0.0018066824025225088,0.00886053380757673
6,2020-04-07,Simple alpha + SampleCov + Basic + One-Step,1.088290054191793,1.0428394615017944,-0.0032847474496492486,-0.006604836609134588,0.2148626853667141,0.0033200891594853386,0.00848573578897955
