seed,date,strategy,NASDAQ:NTNX,NYSE:MSCI,NYSE:PAR,NASDAQ:PCRX,NASDAQ:SANM,NYSE:KEY,NYSE:CCS,NYSE:PBH,NYSE:KMB,NASDAQ:CYRX,NASDAQ:TRUP,NASDAQ:ABCB,NYSE:PBI,NYSE:KOS,NYSE:KGC,NASDAQ:XP,NASDAQ:SEDG,NASDAQ:OCSL,NYSE:BTU,NASDAQ:WDC,NYSE:RRC,NYSE:NX,NASDAQ:PNTG,NYSE:KMT,NYSE:ALL,NYSE:TPX,NASDAQ:FHB,NYSE:MCK,NYSE:MOH,NASDAQ:RYTM,NYSE:MFC,NASDAQ:MORN,NASDAQ:GO,NYSE:VMI,NASDAQ:DOOO,NYSE:SRE,NYSE:MTD,NYSE:MTRN,NASDAQ:INDB,NASDAQ:SPNS,NASDAQ:CRNT,NYSE:PPG,NASDAQ:MRUS,NYSE:ARW,NYSE:EVRI,NYSE:MCD,NYSE:MET,NYSE:GHC,NASDAQ:SFIX,NYSE:PAGS
13,2020-03-18,Simple + Baseline,1.7982216748396872e-07,-5.991283756093856e-09,1.5667732998630292e-09,0.09999996311572884,0.09999995274633418,1.9745810754594454e-08,4.786842147130627e-08,0.09999995652240047,-7.674213975174649e-08,-6.158969024411964e-09,5.4046299740106915e-08,5.997221032174523e-09,8.719843524210176e-09,1.8320233487960712e-08,-2.0591006422210314e-10,-8.944861007620989e-09,-1.4740779377279152e-08,3.927081075537455e-08,3.3731447713990064e-08,-1.7636384612490292e-09,-1.2733308970673966e-08,1.4790011244672224e-08,3.578394109898891e-08,-1.0326670076372508e-08,-2.3794024423838208e-09,4.668891696883444e-08,1.9891056644163828e-07,-3.1471535539348136e-07,2.7707674605368777e-08,-4.0330793115519607e-08,2.525486952091437e-08,2.6537993616584647e-08,0.09999996324253059,0.09999996258979513,4.8226496580103825e-08,0.09999995017575142,0.09999995404935706,1.682130092809081e-08,0.09999995776565272,-9.039606908200625e-09,3.0604561895584886e-08,-8.702517254445134e-09,-1.1183913884690993e-08,1.3482814017699337e-09,7.674764949546592e-08,-4.227256385616814e-08,0.09999996298562576,1.4384944085113598e-08,0.09999994741943669,2.2717257309758774e-08
13,2020-03-19,Simple + Baseline,0.09999815588498209,4.698344127136747e-08,5.2184640684169097e-08,1.4970391806625842e-05,0.10000002647312098,6.23543563493186e-08,7.74271540900573e-08,0.10000002825767186,4.384948820974978e-09,4.8620670741532476e-08,8.22251410955351e-08,5.439275468188911e-08,5.583224509943e-08,5.7553288654027165e-08,4.8172646470443625e-08,0.09999815056666021,4.1402788808943195e-08,6.941330080548014e-08,6.995472473478635e-08,4.9508082963628186e-08,4.4212708491550127e-08,5.7401798304419176e-08,7.299071446245146e-08,4.263345748897777e-08,4.740824626347244e-08,0.09999819435888482,1.678961228547528e-07,-1.3421335206829726e-07,6.734484704530959e-08,2.7810773687041123e-08,6.659104858868127e-08,6.682715332343705e-08,-2.097112987969109e-06,-2.03626254437956e-06,7.600781566280898e-08,-1.6660264945033557e-06,0.10000002673254535,6.185391569137417e-08,0.10000002907928303,0.09999816457469744,0.09999820956347578,4.5476589673001964e-08,4.428657376215104e-08,5.149584160564426e-08,9.39170386810453e-08,2.761848028606303e-08,-2.0518692290211795e-06,5.991722709951439e-08,0.10000002425783219,6.246317322959436e-08
13,2020-03-20,Simple + Baseline,0.09999978376851382,6.234744156239808e-09,5.861961297373813e-09,0.10000002536460541,0.10000001966801776,3.7555194981559445e-09,2.262670213769701e-09,0.10000002459003908,1.681336635956265e-08,1.2858463153806099e-08,3.2004436408208146e-08,5.597663118142622e-09,3.9482162040647575e-09,2.2172417062279703e-10,9.012036183610524e-09,4.596037977355864e-09,1.4125349382436173e-08,3.2688753026099775e-09,3.4071383461087316e-09,6.445152977107924e-09,1.2367400386707468e-08,3.8065233581293615e-09,2.2272459240108133e-09,1.4365992007961298e-08,5.654220139742599e-09,2.0438919057692335e-09,2.162276720395774e-08,-4.1239185268565586e-08,2.617227264706066e-08,1.664726723233441e-08,1.1492234356618438e-08,1.965460384629007e-08,0.01782454361912861,0.10000000609883915,1.6562144673075363e-09,0.10000001375395337,1.316439469778124e-08,3.669456208928458e-09,0.10000001914938052,9.250045657919352e-09,0.09999985680152017,6.43567351902789e-09,8.787143133750219e-09,4.335600296859889e-09,0.08217574090607062,1.0700103189388763e-08,-3.410935954492648e-07,3.9945348789146775e-09,0.10000001572440849,4.30506142031299e-09
13,2020-03-23,Simple + Baseline,0.09999996567760236,1.4062925000840979e-09,3.8385209606065374e-10,6.45969051546205e-09,0.10000000561942425,3.79038464029926e-10,5.828967012161422e-11,0.10000000406993557,1.6257333680194927e-08,1.203035958476706e-09,0.10000000666936995,7.567637177441876e-10,8.951697653792496e-10,-1.3317443850718346e-09,-3.0425997235211555e-11,7.905331294018138e-10,3.0499974106768544e-09,-3.8454873980299924e-10,3.839509812502106e-10,-7.814031457132112e-10,6.361099247134853e-09,-6.57758026885663e-10,2.8166318005131252e-11,4.953117010153939e-09,-8.887732149960043e-10,1.9151461960019354e-10,7.066229317273408e-09,-1.2813897372199562e-08,3.90921327348582e-09,7.726729531719025e-09,6.3852297659638225e-09,3.160366777885862e-08,0.10000000495837891,0.10000000676115217,2.582492106112151e-10,0.10000000160291161,2.1215416129299887e-09,2.3040229149432387e-10,1.6564490050703648e-09,-8.344016450513874e-09,0.09999998639063896,1.3527533446278889e-09,2.1348733140558772e-09,7.878570124489795e-09,0.09999999972806575,1.7356699358884477e-09,-7.822673142691764e-08,5.981721699835428e-10,0.10000000351703893,2.0070501442901599e-10
13,2020-03-24,Simple + Baseline,0.09999998921920196,8.686053727114482e-09,-8.581641720441332e-09,-2.2404342980089e-09,0.09999991885566974,3.6206103565894714e-09,2.2340033507095574e-09,0.09999998486508002,-1.007511192584141e-08,-4.7837468421398385e-08,0.07978287727004733,1.2861546082949868e-09,-5.650466198616303e-09,0.004135394642654865,-1.6089590725112423e-08,-3.6075653879306027e-09,-4.046683839194794e-09,-1.1806871441881324e-08,-7.566407848792692e-09,-9.916701104576652e-09,1.9324454787831724e-08,-5.061026902901309e-09,-5.761382264188026e-10,-1.146973242209445e-08,-8.180696500210653e-09,-1.768882884415006e-09,-6.432392089510394e-09,7.661533403528767e-09,-5.504857983878967e-09,-5.548939821001389e-08,3.364410647490098e-09,-3.4501228326815366e-08,0.10000002279154852,0.09999996354890779,9.18901800771651e-09,0.10000001124202172,-4.515027108916357e-09,-4.658240572660777e-09,-8.616023735944906e-11,0.016082051708424226,0.10000000750010714,-3.618323000561699e-09,-1.9569745697622292e-08,7.919279072912071e-09,0.10000000098172936,1.0178729862238907e-08,-6.1775761992817455e-09,5.9423223236919885e-09,0.09999999317190744,-4.366638584050084e-11
13,2020-03-25,Simple + Baseline,0.10000000914067604,-8.773414860747246e-09,4.690379494922792e-09,2.676097535694312e-08,0.10000001747715348,-9.398887025641592e-09,-2.7206659403478647e-10,0.09999999524770181,-1.3912834142877794e-08,1.1887716552434982e-08,2.604871965215057e-08,-1.2964519558517711e-08,-2.8773066451046888e-08,0.10000000290304532,-7.252577185252003e-08,1.2362720419453175e-08,1.5906646247111613e-08,-4.728636424577785e-10,-3.2275242333530897e-08,-2.2396008089781635e-08,-9.461178490534311e-09,-1.463073104481947e-08,-1.3814441229142131e-08,2.9385065403876917e-07,-3.938468370491005e-09,1.658313497478592e-07,8.616489522605286e-09,-6.97587211402182e-09,-6.015904995037571e-07,-1.2131807518879374e-08,1.0304164728225916e-08,-1.0469403338468859e-09,0.10000002440711588,9.361699537014094e-08,7.919116393912291e-10,0.10000007676924662,1.4699060466838233e-08,-1.527994417062703e-08,3.0193022118091724e-08,0.09999997878584467,0.10000003491023059,1.0808002630172123e-08,-2.5152465501564103e-08,-7.0853773742171656e-09,0.1000000008226753,7.684048827099708e-09,3.723135930535761e-09,7.222515482128835e-09,0.10000002066908549,6.689249925021729e-09
13,2020-03-26,Simple + Baseline,0.09999887537158916,-5.833000721344553e-07,-1.1843485184473277e-06,-1.2195119509969767e-06,0.09999435277138909,-5.236810908979662e-07,-4.30382172198029e-07,0.09999848047436015,-1.3637181812614356e-06,-2.010749869603688e-06,-5.490329763395929e-07,-1.266797232045138e-07,2.349693861662548e-08,0.09999880629458294,-6.200171307612687e-07,-5.913786496076869e-07,-4.326659175213095e-07,-7.291848756474572e-07,4.85419345853866e-07,-1.157112858795196e-06,1.1038022328662872e-06,-1.315747099404269e-06,-3.7141734236196727e-07,-8.775718234178951e-07,-1.9891681703639505e-06,-2.9510624627060526e-07,-4.8160283112632e-07,-7.372992427884829e-07,-1.9581444371992294e-06,-2.6904364414976908e-06,-7.116715730742187e-07,-3.2706596903445497e-06,0.09999619497392198,-3.4944946396321656e-06,-4.778967210726676e-07,0.0999973337237338,-8.371126987882691e-08,-3.373192392110207e-07,-7.797744289663127e-07,0.09999893733205997,0.09999801548103461,-8.520507340428586e-07,-2.8732350694283644e-06,-6.206293406173168e-07,0.0941856296152718,-3.906874514389064e-07,0.02869918792541297,-3.573751319150718e-07,0.07716985589657648,-7.832819794796942e-07
13,2020-03-27,Simple + Baseline,0.09999951929176022,-1.7925323546184106e-07,-9.56124284044025e-08,-6.668795923967771e-07,0.09999874853925139,-7.00512713612614e-08,2.6499268718549458e-08,0.0999992592783142,-7.927052179740089e-07,-6.246351448499139e-07,-3.4450781456387536e-07,-5.635032804283501e-08,-1.9800047134235373e-08,-1.745153966089651e-08,-1.1863256633012714e-07,3.116244730390946e-09,-7.336803899131007e-08,-1.6190416341124918e-09,2.8480948071785637e-08,-2.0488249193845824e-07,-8.749554307203536e-08,-2.046298916966486e-07,-5.5238335222818196e-08,-1.0912557195497755e-07,-4.6527919343105256e-07,0.0026838263615485457,-3.9634181463727395e-07,-5.401912614778223e-07,0.09733448171938759,-1.5121482923657066e-06,-9.56318959599188e-08,-1.5498675778838903e-06,0.0999983709266078,0.09999845219297508,5.667703774198333e-09,0.09999920958218393,-3.4985693597978883e-07,-8.730720278159662e-08,-3.229911417971417e-07,0.09999972484892869,0.09999956054191503,-2.0782912497961068e-07,-1.0389880789930357e-06,-1.584640778519826e-07,0.09999997606459465,-1.947341733114023e-07,-1.6001358035916778e-07,-2.2385085626131727e-08,-3.699393802060743e-07,6.177418641240594e-09
13,2020-03-30,Simple + Baseline,0.09999902736025615,-3.9604620834072505e-07,-3.1368801286132286e-07,0.09999948154929958,0.09999915577957576,-4.016989019272163e-07,-2.3980895128573823e-07,0.09999888395232935,2.1107265837799523e-07,0.08818373402408405,-9.269653117640074e-08,-2.468980878114341e-07,-4.420842358887445e-08,-1.736072365944392e-07,3.292508589687963e-08,-3.047016591675716e-07,-1.5387403242192747e-07,-6.830063470388468e-08,1.2728065898631885e-07,-5.295723692764372e-07,1.78120737273239e-07,-3.7625029138000973e-07,-2.979205798609344e-07,1.210804451450777e-07,-2.319434221792338e-07,-3.164701719580897e-07,2.1589262433211143e-07,8.914086545428463e-08,0.09733077503840622,-3.3691054086297757e-07,-3.998213885774341e-07,-9.866895212776235e-07,0.01450122329987095,0.09999939762574397,-6.409820863066121e-08,0.09999902488702393,-2.5513881605999147e-07,-3.7076226159070544e-07,-4.359995128902438e-07,0.09999907065379607,-6.08616542994462e-07,-4.638477718565324e-07,-4.835419372321048e-07,-3.705481089564087e-07,0.09999984601404385,-6.589333012072212e-07,-2.567568927797065e-07,-3.818026355487117e-07,-2.1733810982922462e-07,-1.1642025828125929e-07
13,2020-03-31,Simple + Baseline,0.09999992560196667,-2.2146795837694515e-08,-4.058514911844318e-08,0.09999987671331655,0.09999984003327893,-1.2672680217669006e-08,-1.8684804194481553e-08,0.09999983644190713,7.757227684483696e-09,0.0999999616623676,2.585253096120828e-08,-1.9290517383734458e-08,-2.0048943637013413e-09,0.03447952847757036,-5.203139467253621e-09,-3.528574080126987e-08,-3.8078737212552686e-08,-3.555766953752381e-08,2.7423102960629068e-08,-3.942313859857891e-08,6.444785020564358e-08,-3.559873291305387e-08,1.8741059012523648e-08,-5.5279651705698096e-08,-7.016928024891493e-08,-2.265570724548271e-09,7.849788255916191e-09,-2.4605116276675747e-09,0.03516943285885118,-1.4733921237973384e-07,-7.121891231201982e-08,-3.16334458711701e-07,0.03962702604185584,0.09999983893509957,-1.3470451254806751e-08,0.09999978625250708,-7.523236402171744e-08,5.040316293198387e-09,-8.44288834775372e-08,0.09999987947133286,-5.190622804420786e-08,-6.096057748676421e-08,-8.401713576212786e-08,-1.8579094428153622e-08,0.09072650585879666,-7.480743772239443e-08,-8.092953817654794e-08,-3.424643083851727e-08,-8.622431403416264e-09,-3.8838861927297e-08
