seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
17,False,0.0999981219051825,0.08780928346630756,False,0.09990912689238862,0.03320264773908802
