seed,asset
16,NASDAQ:INTC
16,NYSE:YETI
16,NASDAQ:OLED
16,NASDAQ:MRSN
16,NYSE:VMI
16,NYSE:NPO
16,NYSE:TRU
16,NASDAQ:MDB
16,NASDAQ:CNOB
16,NASDAQ:WIRE
16,NYSE:ENVA
16,NASDAQ:CTMX
16,NASDAQ:TRS
16,NYSE:EGY
16,NASDAQ:ADMA
16,NYSE:PPG
16,NASDAQ:SANM
16,NYSE:OLN
16,NASDAQ:TCBI
16,NYSE:WCN
16,NASDAQ:TRMK
16,NYSE:SO
16,NYSE:WLK
16,NASDAQ:PTCT
16,NYSE:HOG
16,NYSE:HESM
16,NASDAQ:QCOM
16,NYSE:NFG
16,NYSE:ENR
16,NASDAQ:HEES
16,NYSE:PGR
16,NASDAQ:BOKF
16,NASDAQ:WSBC
16,NYSE:MOH
16,NYSE:CNP
16,NYSE:TD
16,NYSE:OIS
16,NYSE:TRN
16,NASDAQ:ACIW
16,NYSE:RRX
16,NASDAQ:BECN
16,NYSE:VZ
16,NASDAQ:PRDO
16,NYSE:LEN
16,NASDAQ:RPD
16,NYSE:FSS
16,NASDAQ:GO
16,NASDAQ:ROST
16,NYSE:MTD
16,NASDAQ:NMFC
16,NYSE:GNRC
16,NYSE:DDS
16,NYSE:FDX
16,NASDAQ:UFPI
16,NYSE:AON
16,NYSE:STC
16,NYSE:EGO
16,NASDAQ:NEOG
16,NASDAQ:RDNT
16,NASDAQ:OFIX
16,NASDAQ:IHRT
16,NASDAQ:COST
16,NASDAQ:RGEN
16,NYSE:CE
16,NASDAQ:RVMD
16,NYSE:HLF
16,NASDAQ:CYTK
16,NASDAQ:MCRB
16,NYSE:EVRG
16,NASDAQ:EVBG
16,NYSE:PKG
16,NASDAQ:KIDS
16,NYSE:MCK
16,NYSE:BCC
16,NASDAQ:RDWR
16,NASDAQ:ICHR
16,NASDAQ:HWC
16,NASDAQ:FCFS
16,NYSE:HPQ
16,NYSE:GIL
16,NYSE:JWN
16,NYSE:FVRR
16,NASDAQ:ALGN
16,NASDAQ:KELYA
16,NYSE:RNG
16,NYSE:NVR
16,NYSE:CNS
16,NYSE:GNW
16,NYSE:ONTO
16,NASDAQ:CRDF
16,NYSE:GKOS
16,NYSE:NX
16,NASDAQ:FARO
16,NYSE:FL
16,NYSE:GMS
16,NYSE:THO
16,NYSE:SBOW
16,NASDAQ:SPT
16,NASDAQ:HRTX
16,NYSE:INSP
