seed,date,strategy,cost_coeff
13,2020-03-20,simple,0.009340949919505155
13,2020-03-23,simple,0.009770963595048742
13,2020-03-24,simple,0.012539000771827666
13,2020-03-25,simple,0.011889984972748362
13,2020-03-26,simple,0.011917983932470353
13,2020-03-27,simple,0.01118963322006343
13,2020-03-30,simple,0.010265494876598232
13,2020-03-31,simple,0.009394679456475334
13,2020-04-01,simple,0.009362046622485725
13,2020-04-02,simple,0.008691828676900694
13,2020-04-03,simple,0.008341408651246203
13,2020-04-06,simple,0.009083407955355411
13,2020-04-07,simple,0.008654168452073174
13,2020-04-08,simple,0.00864667236364869
13,2020-04-09,simple,0.008564956370562041
13,2020-04-13,simple,0.008364190566084902
13,2020-04-14,simple,0.008124688205229776
13,2020-04-15,simple,0.008023078017621577
13,2020-04-16,simple,0.007780167199128308
13,2020-04-17,simple,0.007747016138953374
13,2020-04-20,simple,0.007519493573664553
13,2020-04-21,simple,0.007252203610602454
13,2020-04-22,simple,0.006946158400666562
13,2020-04-23,simple,0.006251914996008313
13,2020-04-24,simple,0.005950952023333518
13,2020-04-27,simple,0.005676271697475649
13,2020-04-28,simple,0.005545110072762615
13,2020-04-29,simple,0.005725883563114158
13,2020-04-30,simple,0.005807592652694062
13,2020-05-01,simple,0.005679544449461426
13,2020-05-04,simple,0.005665491216940121
13,2020-05-05,simple,0.005590408012690017
13,2020-05-06,simple,0.004969476253538025
13,2020-05-07,simple,0.0049465987492278134
13,2020-05-08,simple,0.004867615000810402
13,2020-05-11,simple,0.004668180674618217
13,2020-05-12,simple,0.004659052555417143
13,2020-05-13,simple,0.004755576703144738
13,2020-05-14,simple,0.00456440478931913
13,2020-05-15,simple,0.004527496505151713
13,2020-05-18,simple,0.004698370135249124
13,2020-05-19,simple,0.004701192689012769
13,2020-05-20,simple,0.004763999733366327
13,2020-05-21,simple,0.004637106416595536
13,2020-05-22,simple,0.00455906225044624
13,2020-05-26,simple,0.004670406193337684
13,2020-05-27,simple,0.004561862083269968
13,2020-05-28,simple,0.004488605492398649
13,2020-05-29,simple,0.004158220951075069
13,2020-06-01,simple,0.003995725877412054
13,2020-06-02,simple,0.003774093428945786
13,2020-06-03,simple,0.003845857674704634
13,2020-06-04,simple,0.003821785820460214
13,2020-06-05,simple,0.003937830767497955
13,2020-06-08,simple,0.004056210997252511
13,2020-06-09,simple,0.0038452954619240254
13,2020-06-10,simple,0.003897608339257105
13,2020-06-11,simple,0.004273749197457678
13,2020-06-12,simple,0.004133593501516337
13,2020-06-15,simple,0.004113732515211347
