seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
13,False,0.09999826669131202,0.1061701430219687,False,0.09990878638211449,0.039558605764896324
