date,seed,strategy,asset,weight
2020-03-25,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.02
2020-03-26,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.019999999999999997
2020-03-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.08817406546241774
2020-03-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999532606838171
2020-03-31,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999806282777185
2020-04-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-03,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,9.091158105566078e-09
2020-04-07,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-13,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09382232593968834
2020-04-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999986205225922
2020-04-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-16,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,1.657157209850862e-07
2020-04-17,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,3.032949086825147e-08
2020-04-20,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-04-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,4.9963995514875785e-08
2020-04-23,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.01299819479520761
2020-04-24,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,1.7367788951722412e-06
2020-04-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09069148560467344
2020-04-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999977451215473
2020-04-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999712021685722
2020-04-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999669391747776
2020-05-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999575486291692
2020-05-04,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.009652207953515405
2020-05-05,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0224854550952192
2020-05-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-07,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.020157569210756298
2020-05-11,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-12,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-13,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-18,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-19,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-20,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-26,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-05-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.08439291734128736
2020-05-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.03738982707246648
2020-05-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0013231647576258255
2020-06-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.02787169287402675
2020-06-03,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.04481756383676018
2020-06-04,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-05,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-10,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-11,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-12,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-16,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-17,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-18,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-19,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-23,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-24,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-25,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-26,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-06-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-07,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,2.79441323959977e-08
2020-07-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-10,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-13,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,7.266674398358309e-07
2020-07-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.007583944166625653
2020-07-16,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-17,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,3.3351171696477434e-07
2020-07-20,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-23,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-24,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-07-31,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-03,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-04,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-05,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-07,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-10,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,1.453951424195366e-07
2020-08-11,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-12,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0033469800784723556
2020-08-13,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.016599141102220372
2020-08-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.007627395634483038
2020-08-17,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.026683857152241388
2020-08-18,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-19,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-20,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-24,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-25,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-26,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-08-31,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-03,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-04,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-10,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-11,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-16,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,4.4040337501361985e-08
2020-09-17,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-18,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-23,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-24,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-25,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-09-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-01,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-05,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-07,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-08,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-12,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-13,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-14,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,4.1662439846077685e-09
2020-10-15,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-16,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-19,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,6.432599647426996e-08
2020-10-20,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-21,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-22,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-23,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-26,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-27,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,2.0810536890958462e-07
2020-10-28,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-29,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-10-30,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0
2020-11-02,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.04837875528357798
2020-11-03,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.10000001555751617
2020-11-04,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999960218157522
2020-11-05,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0999957530138757
2020-11-06,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999649443730328
2020-11-09,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.09999500054882247
2020-11-10,17,AR1 alpha + Basic + One-Step,NASDAQ:BBSI,0.0999947385386866
