date,seed,strategy,asset,target_weight
2020-03-25,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-03-26,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-03-27,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0651408972659432
2020-03-30,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999999996606042
2020-03-31,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999988424308037
2020-04-01,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-02,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-03,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-06,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,6.709176198496121e-07
2020-04-07,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-08,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-09,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,8.160783711544645e-07
2020-04-13,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999915564769063
2020-04-14,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.10000025882754374
2020-04-15,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.05517497802755298
2020-04-16,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.04802224386495276
2020-04-17,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0827921916864825
2020-04-20,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0058066925729159885
2020-04-21,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999558351975005
2020-04-22,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.08637073754883212
2020-04-23,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999483080370837
2020-04-24,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-04-27,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,8.47255405613223e-09
2020-04-28,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.08813111457178163
2020-04-29,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.10000000024081421
2020-04-30,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999978742026401
2020-05-01,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.09999999907207947
2020-05-04,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.050363878249277114
2020-05-05,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0679311446152284
2020-05-06,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,2.382112090810751e-10
2020-05-07,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,9.57774090840556e-08
2020-05-08,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.00402465236718375
2020-05-11,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,1.0918724895777425e-08
2020-05-12,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-13,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,3.364997193777576e-08
2020-05-14,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-15,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-18,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-19,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-20,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-21,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-22,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-26,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-05-27,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.005574141998288957
2020-05-28,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,4.0926330526962226e-07
2020-05-29,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,2.2036391727362506e-07
2020-06-01,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-02,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,5.074100947122782e-07
2020-06-03,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-04,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-05,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-08,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-09,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-10,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-11,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-12,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-15,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-16,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-17,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-18,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-19,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,2.1644675600447083e-08
2020-06-22,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,4.98354320021295e-09
2020-06-23,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,1.9027941654688077e-06
2020-06-24,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-25,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-26,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-29,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-06-30,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-01,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-02,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,1.079246948033591e-08
2020-07-06,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-07,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-08,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-09,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-10,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-13,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-14,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,4.534396762124625e-08
2020-07-15,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-16,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-17,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-20,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-21,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,5.101758146291486e-09
2020-07-22,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-23,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-24,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-27,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-28,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-29,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,1.6323726093684476e-07
2020-07-30,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-07-31,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-03,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-04,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-05,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.04337532435356766
2020-08-06,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.07961097782326201
2020-08-07,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.00827556893416395
2020-08-10,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.07916353322758851
2020-08-11,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.03721114716987722
2020-08-12,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.047156952893187054
2020-08-13,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.059831744894174324
2020-08-14,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.08664387888543951
2020-08-17,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.07229180645173532
2020-08-18,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0466473582612547
2020-08-19,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-20,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-21,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-24,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-25,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-26,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-27,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,1.5216189922089058e-09
2020-08-28,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-08-31,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-09-01,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-09-02,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-09-03,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
2020-09-04,17,Simple alpha + Enhanced + Two-Step,NASDAQ:BBSI,0.0
