seed,asset
12,NYSE:LPX
12,NYSE:KMT
12,NYSE:FDX
12,NASDAQ:KIDS
12,NASDAQ:MRNA
12,NASDAQ:COST
12,NYSE:PLOW
12,NASDAQ:SIGA
12,NASDAQ:VRNT
12,NYSE:WTRG
12,NYSE:TDG
12,NYSE:WGO
12,NASDAQ:SATS
12,NASDAQ:IPGP
12,NYSE:MTRN
12,NASDAQ:PAAS
12,NASDAQ:HEES
12,NYSE:DUK
12,NYSE:ARW
12,NYSE:AVNS
12,NYSE:RDN
12,NASDAQ:IESC
12,NYSE:BBDC
12,NYSE:DBI
12,NYSE:GIL
12,NYSE:RRX
12,NASDAQ:NFLX
12,NASDAQ:CLFD
12,NASDAQ:KLIC
12,NYSE:MRK
12,NYSE:MCD
12,NYSE:IQV
12,NYSE:RYAM
12,NASDAQ:MERC
12,NYSE:MAN
12,NASDAQ:SDGR
12,NASDAQ:EFSC
12,NASDAQ:ENTA
12,NASDAQ:RPD
12,NYSE:DOOR
12,NASDAQ:ROST
12,NASDAQ:LITE
12,NASDAQ:OLED
12,NYSE:MTDR
12,NYSE:LEN
12,NYSE:NI
12,NYSE:ARCH
12,NASDAQ:PFBC
12,NYSE:SHAK
12,NASDAQ:CENX
12,NYSE:MDU
12,NYSE:JOE
12,NYSE:IDA
12,NYSE:IT
12,NASDAQ:NTNX
12,NYSE:FNV
12,NYSE:VZ
12,NASDAQ:ICHR
12,NASDAQ:TRUP
12,NASDAQ:IHRT
12,NYSE:UBER
12,NASDAQ:OTTR
12,NYSE:ONTO
12,NYSE:SD
12,NASDAQ:LKFN
12,NASDAQ:UBSI
12,NYSE:IEX
12,NYSE:CRK
12,NASDAQ:NBIX
12,NASDAQ:SEDG
12,NYSE:OGE
12,NASDAQ:ANAB
12,NYSE:MCK
12,NASDAQ:MRUS
12,NASDAQ:SHYF
12,NYSE:CACI
12,NASDAQ:VRRM
12,NYSE:CPB
12,NASDAQ:ECPG
12,NASDAQ:HEAR
12,NASDAQ:INTC
12,NASDAQ:RCMT
12,NASDAQ:PNNT
12,NYSE:MO
12,NYSE:EGY
12,NYSE:TMHC
12,NASDAQ:HAS
12,NASDAQ:SCHL
12,NYSE:DDS
12,NYSE:JEF
12,NASDAQ:IRDM
12,NYSE:YUMC
12,NYSE:VST
12,NYSE:KEX
12,NASDAQ:ABCB
12,NYSE:USPH
12,NASDAQ:MBWM
12,NYSE:CLH
12,NYSE:SCL
12,NYSE:KEY
