seed,date,strategy,NASDAQ:DGII,NASDAQ:EXPO,NASDAQ:ANAB,NYSE:TPX,NYSE:ASGN,NYSE:FIX,NASDAQ:ONEW,NYSE:PAGS,NYSE:TPR,NYSE:KEX,NYSE:WGO,NYSE:FHN,NASDAQ:HEES,NASDAQ:KIDS,NASDAQ:CRDF,NASDAQ:FIVN,NASDAQ:RYTM,NASDAQ:NTNX,NASDAQ:TRUP,NASDAQ:FBMS,NYSE:DE,NASDAQ:SDGR,NYSE:GMS,NYSE:INSW,NASDAQ:SHYF,NYSE:STC,NASDAQ:ORLY,NASDAQ:ALGN,NYSE:BCC,NASDAQ:MRNA,NASDAQ:LKFN,NASDAQ:TBBK,NASDAQ:ICUI,NYSE:CMP,NYSE:EGO,NYSE:ETRN,NASDAQ:PLMR,NYSE:HLIO,NYSE:ALLY,NASDAQ:FCFS,NASDAQ:RVMD,NASDAQ:TER,NASDAQ:KALU,NASDAQ:FARO,NYSE:MOH,NYSE:GKOS,NASDAQ:CAPR,NYSE:DUK,NASDAQ:BBSI,NASDAQ:PNTG
23,2020-03-18,Simple + Baseline,-6.199796270178346e-09,2.5050403231389673e-08,0.10000000146508015,-6.401370680062056e-09,0.10000000180915744,-9.868686522925995e-09,-8.161238063123297e-09,-4.829551043142307e-09,0.1000000018831558,-3.680851254170108e-09,-6.290454078757083e-09,-4.335262884569794e-09,-4.1888450318162265e-09,5.136725021904369e-08,-2.4923612431943627e-09,0.10000000063954725,9.990716905909617e-08,0.10000000105866588,0.10000000067971544,-2.4855024056081415e-09,-8.07226359362827e-09,9.941529117599581e-08,-4.498803767514734e-09,-4.066348661200607e-09,-2.8604164065279386e-09,-3.0303897455326898e-09,-2.6334924956564963e-09,-3.1861088384846958e-09,-3.738972253965613e-09,0.10000000524112786,3.0759154677907562e-09,-5.165573847441489e-09,0.10000000253941016,-2.6807636196722704e-09,-4.432863375943527e-09,-4.173257594001341e-09,-8.289372626066055e-09,2.310156893551957e-08,-5.284598883461058e-09,-3.501217660713606e-09,0.10000000138236789,-2.456446457846464e-09,2.0207541374740465e-10,-2.553278652751153e-09,-1.0593351085115224e-07,-3.278916620152426e-09,0.09999994270270651,-1.1570688963435551e-08,-5.501763985999771e-09,-5.676013659945848e-09
23,2020-03-19,Simple + Baseline,-1.1802733714145517e-09,1.687572477106574e-08,-5.377439327607075e-08,0.09999999871075607,0.10000000321611904,-3.5490280953564044e-09,-2.5394091519052217e-09,-5.538309214565557e-10,-7.672601543429519e-08,7.572327855971693e-11,-1.3401882644020155e-09,-3.7428135684485535e-10,-2.526800942307047e-10,3.225137454632582e-08,0.09999826317832822,-7.942966206154923e-08,6.070692019270991e-08,0.10000000281083554,-9.463954441788073e-08,7.659744702195596e-10,-2.525032161719836e-09,0.09999999879953989,-3.8028346613038396e-10,-1.9430197952220256e-10,0.09999998211334088,4.1636918605786616e-10,7.14560180603549e-10,4.3234711506226786e-10,5.5830588171995277e-11,0.10000000531153931,3.9898431851628756e-09,0.09999996774955305,2.1441877451057983e-06,6.573313371042235e-10,-2.954438978588948e-10,-2.605526655467878e-10,-2.6320080078837952e-09,0.09999995302214287,-7.754081737289498e-10,1.943783546250134e-10,0.10000000296808559,7.972564441160876e-10,2.3761774508363573e-09,7.388468588572348e-10,-5.985868490841276e-08,4.1873804027342274e-10,-5.554332811659898e-08,-4.505975805413437e-09,-1.0723637610652246e-09,-1.1663555263253744e-09
23,2020-03-20,Simple + Baseline,1.6633688926956622e-08,3.717151289480284e-09,0.0999998979104745,-3.687221084695178e-10,0.09999996843144343,8.050540071025694e-09,4.687062449930265e-09,1.2662027857280208e-08,0.08444130984594143,1.1951677110919907e-08,1.5628059785793016e-08,2.454451836435011e-10,6.7106698709952455e-09,-3.828327261039773e-09,0.07085860827972183,-4.136464065597974e-08,3.0006461195238166e-09,0.09999997539007362,-4.4447999357886506e-08,1.1235883670381701e-08,4.357616421094121e-09,0.09999999323492513,1.1981108297477544e-08,1.9386221250986805e-09,-4.0014563076229644e-09,6.69376601660175e-09,2.1483194017284892e-08,-4.811395755298791e-09,9.435350021002173e-09,0.09999998787434008,-4.138314134039114e-09,-1.7030531057756296e-09,0.09999994483084282,1.2813965866059703e-08,2.1023974159755088e-08,0.04470034104398866,0.10000002006069955,-1.3654138384980002e-08,1.721987683515525e-08,1.3832068035054445e-08,0.09999996892575032,1.4931439166140633e-08,2.131472294023912e-08,1.3300423016691149e-08,-2.4635813932297457e-08,-1.377547514852849e-07,-2.3215313245858963e-08,2.02598585616422e-08,1.4129846951483619e-10,3.127157540267075e-09
23,2020-03-23,Simple + Baseline,-7.115865334793887e-08,-3.4285322191902126e-08,0.1000000303727944,2.3100186210609794e-08,0.03967906996119083,-5.46334945796421e-08,1.5099515119674453e-08,3.135631193751634e-08,2.2182387365147367e-09,-3.6885550897239276e-08,-2.4035773018330827e-08,6.901513586410578e-08,2.694188427433329e-08,7.879419374353706e-08,4.111570178614566e-08,0.09999975399866066,1.838282649439649e-08,0.10000005542993413,0.03675127638011277,5.767977780655997e-08,4.043780835414809e-08,0.0999998915985419,3.272334972871309e-08,2.3702584885488022e-08,0.05572827369013425,1.8436046439839406e-08,-2.0215501874357595e-08,-1.3596908531850017e-07,1.885656453908848e-08,0.09999994874991473,8.0650458308961e-08,4.018378700240221e-08,0.10000002696932923,6.647260026699173e-08,-4.083615807378561e-08,-5.521243051398465e-10,0.06784127502447497,1.163260966583372e-07,-1.0875749588730877e-08,-6.374616667565855e-09,0.10000013142388949,-4.9785532093969295e-08,-3.371850881506344e-08,-2.938700971528779e-08,7.875646254511144e-08,-1.0782829537738711e-07,0.10000008946436578,-9.667621282532728e-08,3.935842710879308e-08,1.1268919874825677e-08
23,2020-03-24,Simple + Baseline,1.0180549211743617e-07,-8.066764514313901e-07,0.0999986800286504,0.0032854624504672415,-5.530501628327727e-07,-1.223298370806396e-07,2.4421035601560654e-07,1.9419668610838374e-07,3.627113688501115e-08,3.971285526824289e-07,2.1012822566886355e-07,1.4925353122547968e-07,2.415773646601767e-07,-7.531986629311551e-07,2.202067068102056e-07,0.10000000258511463,-1.0517047005583867e-06,0.1000009624695003,0.03607446748843815,-3.075836849562058e-08,2.4493233091963785e-07,0.10000028779163726,2.1201938610574014e-07,3.1971352133773306e-07,0.10000024099206645,3.1926750790948695e-07,-2.6875628978605003e-07,1.9443056897954135e-07,2.3763463633045365e-07,0.09999872823311325,3.9203374684723e-09,2.495490513310949e-07,0.0999995377591609,-2.3282313934755815e-07,2.964391034771814e-07,1.0698328133787051e-07,0.06064007266960446,-1.4113470666388141e-07,2.544464577889521e-07,2.547631595652666e-07,0.10000027196289146,2.9957563410729226e-07,-3.5619358647098574e-08,2.793331377736734e-07,-3.65427102820317e-07,8.020262640757484e-08,0.1000002421351035,-2.78289318525316e-07,2.141606047682181e-07,3.2781978330483423e-07
23,2020-03-25,Simple + Baseline,-8.884690926002374e-08,-3.600339373103937e-07,0.09999951924040998,0.058256958925277574,3.3089484448889806e-07,-3.366193043720987e-07,6.239269717786106e-08,1.3082437945887441e-07,-1.2134135392737544e-07,7.017878829107248e-08,9.572184194707709e-08,1.6733192232730953e-07,2.9730481314332537e-07,-1.4068103505500326e-07,0.10000025945912752,0.09999958589604173,-2.003800651308977e-07,0.10000010437663498,-2.6138724783167175e-07,1.1766100522744025e-07,6.462354122253756e-08,0.1000001936907869,1.2517667781238554e-07,1.5027091900711085e-07,0.041743249346989565,1.5281607963628253e-07,2.731118985069255e-08,-8.229044078128908e-08,7.96964952178068e-08,0.0999995677159972,3.566614719077185e-08,1.9381153610512436e-07,0.09999967288934794,-1.8715410344656367e-07,1.1046116947033458e-07,8.189716112031366e-08,-2.4072417850869153e-07,5.72203922088409e-08,8.897838755975242e-08,-4.4533208342052596e-08,0.10000054915663556,-7.13198439052371e-09,-7.956015962489035e-08,-9.849896214219732e-10,1.5637145747295717e-08,-5.571177712844813e-08,0.09999999392871053,-2.2847325808041915e-07,1.8311543835058393e-07,1.4287122424513565e-07
23,2020-03-26,Simple + Baseline,3.570662792862291e-08,1.6636649253120404e-07,0.10000062491340724,1.963074720687457e-08,6.226748336707526e-07,-2.5402666567791983e-07,-9.926353656677764e-08,-1.6768771503477897e-07,0.01008857954260379,8.847645386390359e-08,-1.0774897261261455e-07,-1.3084447850341756e-07,0.09999990535908128,9.822071783074114e-07,0.012298075089290518,0.10000082828500947,1.1553662877759323e-06,0.10000058918017557,1.8877779607892722e-07,-1.6470796570299772e-07,-1.0757864850743747e-07,0.10000070559425678,-2.0807535084485548e-07,8.050913177971479e-08,0.10000020885343679,4.9001565540169204e-08,-9.62219806167726e-08,-2.42359289154751e-07,1.6327839182776995e-08,0.10000051495652199,3.0702287991137036e-08,-4.9837392608871606e-08,0.009632828430242086,4.042014113217128e-08,3.384148737082312e-08,1.5483150997010693e-07,0.09999999866817565,2.3533003424087157e-07,-1.3874821896389132e-07,-8.346513574458872e-08,0.10000087765579856,-4.0643877765964734e-08,2.9636632134955805e-08,1.173067603178892e-07,-1.3244875254277842e-07,-1.1087294562642579e-07,0.06797454808447416,-2.5649920051771825e-07,1.1327954728835267e-08,3.8321464294508735e-08
23,2020-03-27,Simple + Baseline,3.898957789936008e-07,0.1000010436320249,0.08089457095747236,0.06436746534920842,-3.4195930153672574e-07,-5.938178559015961e-09,-4.771374513280663e-09,-4.443669543535323e-08,-4.690126813474165e-08,5.000755512047462e-07,1.241825088321364e-07,-1.8316865165410028e-07,1.2721742223307855e-07,1.1726934662739546e-07,0.1000001056094613,0.10000211267410526,4.4253400482609567e-07,0.10000061313571246,6.905142357855158e-07,1.7168900397143144e-07,3.820412191107176e-07,0.10000051606317599,1.248616510761419e-08,4.1004866366398247e-07,-1.5575865349742303e-07,1.3961206250201685e-07,3.8280149872955265e-07,1.5475128231499114e-07,2.766266788188127e-07,0.1000003839724933,1.390235338969965e-07,5.0842057255764405e-08,0.1000001003848125,-3.7083900645015555e-07,3.519596238500843e-07,-2.6532468632937485e-07,0.10000054046783191,-8.552545956673013e-08,1.7774192353816454e-07,1.422392677706929e-07,0.054726121670832344,5.53292217721171e-07,7.168747270028277e-07,4.469043223984205e-07,1.8118817788535206e-07,4.6283624911562744e-07,-1.2629355763036825e-08,2.8255887770908046e-07,1.1087567120357735e-08,1.0232124134052336e-07
23,2020-03-30,Simple + Baseline,7.282316286484134e-07,0.10000130164797053,0.08089943445623729,0.05814537478290343,0.02601008156580348,4.888623830025854e-07,8.89816690512142e-09,-2.0492248177528884e-07,2.5398022823817664e-08,7.580507747106933e-07,2.6184964662077117e-08,-3.277270344813849e-07,4.6155797443021265e-08,1.011955822470318e-06,0.10000010356391797,0.10000359540496226,1.483138099101283e-06,0.10000109279273015,1.1000774396360714e-06,2.0158173869135198e-07,3.962432812555966e-07,0.10000134162690033,-1.6024682061664332e-07,3.160739010777263e-07,-5.327555868815403e-08,3.8936277689573623e-07,2.2269593413309045e-07,2.8199600714387006e-07,2.530386872849625e-07,0.100001073509694,1.7103796225987365e-07,-2.2821258657152406e-07,0.10000075317350589,3.597409907685981e-07,1.7555717071579993e-07,2.9178254269568737e-07,0.10000134203118902,2.3830430697653726e-07,-4.118124606670355e-08,3.82053507709549e-07,0.01105705742846622,6.31714438593183e-07,6.259812781380149e-07,6.049753889569601e-07,0.02386647625119872,3.477669753900469e-07,-1.2975966737218423e-08,3.1262595070970814e-07,-1.1528764538398415e-07,2.2355270450091297e-07
23,2020-03-31,Simple + Baseline,1.7357272895919413e-06,9.247715163643308e-07,0.08088225081205003,8.085626459836775e-07,0.06588272683104174,-2.2317320764335124e-07,1.5166874403150128e-06,1.6538971688161405e-07,-3.976752775476688e-07,2.495721098733794e-06,1.434514044842137e-06,-1.6784346631491936e-07,0.07467744531210875,-1.024286658894324e-06,0.10000264490549443,0.10000246038608218,-1.451427810673502e-06,0.10000012232696975,-9.296040092225977e-07,-5.974992177886707e-07,6.806482504756364e-07,0.10000079224112601,6.275578022828519e-07,0.05346322330097038,-9.842371729482068e-07,1.532008159419936e-06,-1.346770953192413e-06,1.1982498610900033e-06,8.395208619765544e-07,0.09999800829010104,-1.2860877986140168e-06,0.010743166851600313,0.10000043716269923,-1.0855391690001539e-06,9.62731744798333e-07,6.28449624376269e-07,0.10000319380768005,-2.8840245705553747e-06,4.5513744291256203e-07,8.769107809058713e-07,-5.0367651868392296e-06,7.455986848092231e-07,1.3990541381514755e-06,1.5407111203558856e-06,0.014339225113219636,-7.623147613041937e-07,3.383516770730086e-07,1.6796437221286153e-07,1.0556596499395895e-06,3.714257584901612e-07
