seed,date,strategy,NASDAQ:PLAB,NYSE:GSBD,NYSE:SFBS,NYSE:ELAN,NASDAQ:IDXX,NASDAQ:POWI,NYSE:GNRC,NASDAQ:SHEN,NASDAQ:FARO,NYSE:MTZ,NASDAQ:TRUP,NASDAQ:OTEX,NYSE:RJF,NYSE:KMT,NYSE:QTWO,NASDAQ:TER,NASDAQ:ITCI,NASDAQ:SPSC,NASDAQ:CRUS,NYSE:HII,NYSE:RDN,NASDAQ:PBPB,NYSE:PBH,NYSE:ENVA,NYSE:ACM,NYSE:GHC,NYSE:BBW,NASDAQ:ABCB,NASDAQ:TRMK,NASDAQ:LXRX,NASDAQ:COST,NYSE:IT,NASDAQ:KELYA,NYSE:VMI,NASDAQ:MSEX,NASDAQ:MGNI,NASDAQ:TILE,NASDAQ:TCMD,NYSE:UVV,NYSE:BBDC,NYSE:ANET,NYSE:NBR,NYSE:OLN,NASDAQ:MU,NASDAQ:KHC,NASDAQ:IPGP,NASDAQ:OPCH,NASDAQ:FATE,NYSE:SO,NYSE:TMHC
12,2020-03-18,Simple + Baseline,2.473671597709714e-08,2.6841504783726245e-08,0.10000014359023823,2.6870747275562666e-08,-4.356427153319989e-08,1.742978011694249e-08,-1.686966695684374e-08,-3.381683632501135e-07,1.8273431706162328e-08,1.937388894603694e-08,-3.4717596307614034e-08,-2.779502900305407e-07,-4.465139268343872e-07,1.823998137259602e-08,2.344223959213323e-08,1.7596990447718166e-08,9.281366564076257e-09,2.770931670893788e-08,1.6460646100032252e-08,0.10000009077597496,2.393821122721864e-08,2.74294845342149e-08,0.10000012183569319,5.885820982052901e-08,2.403970942625496e-08,2.9503711821557063e-08,-3.734376455933075e-07,2.674973180172748e-08,-1.4051091148580771e-06,-9.018750070329682e-08,0.10000013461996697,3.996270896091857e-07,1.2472578503245467e-07,0.1000001424316256,4.486940036162776e-09,2.416933919818475e-08,9.694258601161724e-09,3.0929769706825673e-07,0.10000013828360084,2.6754631716342088e-08,0.1000001009868261,2.8408060059082293e-08,3.0713936300325727e-07,2.7026675604346484e-07,0.10000014121947383,-2.248035720716206e-07,1.333104353377071e-08,0.10000010772622138,0.10000014598370909,2.9188572978119985e-08
12,2020-03-19,Simple + Baseline,3.0236624258216115e-08,0.09999948400447364,0.10000010133112698,3.135864900399312e-08,-9.827301797649524e-09,2.5873423338258566e-08,6.1482923255964915e-09,-1.8199348861014468e-07,2.6560196281841393e-08,2.8286557445584823e-08,-4.327078958211188e-09,-1.466235040052185e-07,-2.4604732771304377e-07,2.59812593075275e-08,2.9752736197926808e-08,2.6148207241298885e-08,2.1652311433300026e-08,3.248246793180613e-08,0.09999931898967727,0.10000007028413258,0.09999964617469156,3.256635737465027e-08,0.10000008853235426,4.955227519508621e-08,3.0056385514576296e-08,3.364347533227502e-08,-2.0212975336698854e-07,3.179867765553721e-08,-8.062585992113573e-07,-3.62355406694778e-08,2.5105201063893207e-06,2.509698105200761e-07,0.09999968509089635,-4.961660121267746e-07,1.8677527452459293e-08,3.0466841707300896e-08,2.0150437466939583e-08,1.968150307965203e-07,1.2234741204899617e-06,3.135816675664476e-08,0.1000000762984876,3.263662343307195e-08,0.09999968584119721,1.7466185854599502e-07,-4.98324132552658e-07,-1.1607740537173824e-07,2.314918229595573e-08,0.10000008058109035,-5.020199647747538e-07,3.3653055192151526e-08
12,2020-03-20,Simple + Baseline,-1.8077535183748017e-08,9.672118496264666e-09,-4.614258634035537e-08,-1.0886756093854723e-08,-5.667103319855241e-07,-1.0330744255649177e-07,-1.6789815329568886e-07,-6.236252242916523e-07,-4.5375610165455085e-08,5.836384376098412e-06,-3.257381834065216e-07,-2.94412757398193e-07,-6.440407060030156e-07,-1.1707197092354706e-07,-8.254058060386909e-09,-5.949996309938116e-08,0.09999991719763586,4.8727274361537485e-09,-9.5675116102649e-10,0.09999978238520911,1.181281107418677e-08,1.3798023268047928e-08,0.09999977974666001,1.4193810625727614e-08,-9.308391081662602e-09,1.0254141393105556e-08,0.09999990612784061,7.645215385279298e-09,-1.7499745455160384e-07,-4.9059724404607286e-08,4.2536165595036373e-07,1.136169964880789e-09,0.0999999442934043,0.0999994193141784,-1.158739615380144e-07,6.820052914012335e-09,1.2657473722963253e-08,-2.807564328068005e-07,3.240248597782576e-08,6.751797590341759e-09,0.09999979884142193,1.1767058149432157e-09,-5.050985109225281e-09,0.09999989407321545,0.09999963204302403,-3.3654969973837185e-07,4.431894315954832e-09,0.0999998975181454,-3.736187858573369e-07,9.907320237015658e-09
12,2020-03-23,Simple + Baseline,-2.1968925966495638e-07,2.6435283020740074e-08,6.38197210561054e-08,1.2089154136135925e-08,-1.310365055009975e-06,-3.6325666899632014e-07,2.565879662773499e-07,-1.7816977381792333e-06,-7.170129265327368e-07,3.7854112689623583e-07,0.04143198260899714,6.772584929252374e-08,-3.4500885298583164e-07,-9.54890702453767e-07,1.3919576026797753e-07,-8.564819766258785e-07,0.10000035188829946,-7.824198209239508e-08,3.40157404077155e-08,0.10000025139165401,9.802948539636098e-08,-2.1527010325941638e-08,0.1000003854878593,-1.0854926209267514e-07,6.401077105692418e-08,1.7693374191542549e-07,7.260704536079451e-07,8.409822415019698e-08,4.2202321867578474e-07,-5.183791285290863e-07,0.09999870176403615,-2.714953399581931e-07,5.400869088392548e-07,0.09999964698522155,1.1603799553429738e-07,-1.9923970059571372e-07,-1.5401023063367517e-07,-1.3621171481453316e-06,1.30802713338414e-07,2.1134631007443213e-07,0.0999999785280555,0.09999973598123242,3.5256700334758544e-07,0.09999938891301761,4.097901243822814e-07,-8.106127924996834e-07,0.058575366592439206,0.09999997567810189,-4.407762274619792e-08,4.02026566674355e-08
12,2020-03-24,Simple + Baseline,0.004498892140343317,2.7061748097545545e-09,-5.0015140148332714e-08,4.407715599649877e-08,-1.009144072735861e-07,2.219975207899041e-08,4.118955666479188e-08,-3.9474861294644286e-07,-1.0952933455094791e-09,4.51770264063366e-08,0.02763515474066699,3.1011977775659327e-08,-8.055422990826659e-08,-8.416577169627508e-08,3.343265274343121e-08,1.3254744174997004e-09,0.10000014780204736,2.812339096298803e-08,2.3168177779701868e-08,0.09999998142614364,-7.866395133688435e-09,2.355136157612011e-08,0.10000008621786255,2.8598456374124056e-08,1.0251180934836262e-08,1.8772594700278466e-08,-2.3236876127140057e-08,2.7169088000107674e-08,-6.468130010996275e-09,-2.496767638298652e-07,0.09999898202533924,-4.100424664361373e-08,-1.4663066627796481e-08,0.09999972414282592,-5.949811540766623e-08,8.5024036294269e-09,2.418870325985066e-08,-1.0213867061074606e-08,-2.4101575808059026e-08,4.196902384981619e-08,0.10000004061001856,0.07183577830544809,-2.3864708654584946e-08,0.10000003286084429,1.0646849586894011e-07,-4.787800368181542e-08,0.0960318408363774,0.0999999295747831,1.6065111138503288e-08,5.578778548731842e-08
12,2020-03-25,Simple + Baseline,2.2751876596978416e-08,2.406604153160968e-09,2.560417796416045e-09,1.4920708221078443e-08,6.144579479832603e-09,1.986587058296631e-08,3.258486599052831e-08,-4.608660909860207e-08,1.6942406124515204e-08,1.5719176663428908e-08,1.580619389222769e-08,3.955122355763658e-08,3.4887300972852746e-10,1.404254363966348e-09,1.5304038663761866e-08,1.7110998213727416e-08,0.10000003498869685,1.2045530667210291e-08,1.7586517223961042e-08,0.10000003477902975,1.668486930629835e-09,0.013500463886814537,0.10000004064672362,4.842381396736681e-09,2.1284767272988158e-08,8.313595605418213e-09,2.14453764171164e-08,6.001208708524625e-09,1.0270332822476298e-08,-3.0472377385015617e-09,0.09999963420468758,8.101793275634757e-09,8.689140287202164e-09,0.09999998377498043,2.8411386367820685e-08,1.0322337226305902e-08,2.786314090518008e-09,1.7704912758571606e-08,1.9534154865381568e-08,1.1211127125785211e-08,0.10000003211700813,3.453513021989887e-09,5.876423864868695e-09,0.10000003900042571,2.7638257499095766e-08,1.6133344412430136e-08,0.08649925833406619,0.10000002058580808,1.2316802614246343e-08,0.10000000712726206
12,2020-03-26,Simple + Baseline,2.807121364238662e-07,3.2700503424250375e-08,1.1947897164510693e-08,1.6877595238129618e-07,1.2888937720166505e-07,7.477556026331135e-08,1.250118199853453e-07,2.6466119777839572e-08,1.4002502188551393e-07,1.8630588681061438e-07,4.821189400273398e-08,1.4412438694935402e-07,-1.586302096695049e-08,6.532755641341682e-08,1.3910908971361042e-07,1.5120313057914147e-07,0.10000025011877954,1.9993645215117383e-07,1.4028943570263554e-07,0.10000017993400262,1.9352874699909076e-08,0.04642067254033152,0.10000012783195242,6.274498366337795e-08,2.0205992044888e-07,1.024390020249104e-07,1.3176915748312529e-07,4.346052630013581e-08,-3.7493849410102595e-09,4.901574023373847e-08,0.07963831542840526,1.0141393636216777e-07,6.412310859195304e-08,0.10000028147076158,2.847770326424364e-07,9.048826082609752e-08,7.086560387751725e-08,1.1975087108397763e-07,5.829688597704627e-08,8.100519706388132e-08,0.10000009606179168,2.5761468835817313e-08,9.186694982778668e-08,0.10000029774620328,1.0184628842871867e-07,1.4708370776098625e-07,0.07393560443714649,0.10000018671475248,-1.119185841190511e-08,0.10000010342297266
12,2020-03-27,Simple + Baseline,6.068232705989421e-07,-9.032609847248708e-08,-3.1931342949153456e-07,2.4447984152660688e-08,0.07382426014850746,5.357334486870152e-07,7.443199138982427e-07,-2.778849143052446e-07,-2.0352740762303502e-07,4.1710239382827794e-07,4.180836607556797e-08,8.123539195340429e-07,-3.0023958629074685e-08,4.8241765669167533e-08,3.786277481745592e-07,1.947789617267235e-07,0.1000001579665579,0.1000000163036019,2.694174433280244e-07,0.10000088165868526,4.762797562896864e-08,2.2986436825398263e-07,0.09999996953174826,-6.677889584733582e-08,3.2442764943585287e-07,-1.8868700320491115e-07,5.121224196752706e-07,-1.5717007348754414e-07,-1.6235826632051575e-07,-9.718369964429742e-07,-1.8246896876085646e-06,0.04596549774033228,2.6018340553993444e-07,0.1000004074103331,-1.583927911254437e-06,-3.187051545177862e-07,-2.4059179968407966e-07,2.8955162414866853e-07,-1.8758072400398577e-08,2.2991173359151562e-07,0.10000043289390802,6.072723024724397e-08,5.453522164402136e-09,0.10000037929688294,6.391046600546305e-07,4.0558421308925863e-07,3.4187837855308094e-07,0.09062768675464407,-1.6736668308807928e-07,0.08957951796953868
12,2020-03-30,Simple + Baseline,-7.77797750257455e-07,-8.205315435725306e-07,-1.6005430941759216e-06,1.0598876526413043e-08,0.0900451675438133,3.4815622934969104e-07,2.4340480027024106e-07,9.634457537031081e-08,1.4227632398945498e-07,-1.5544040115767641e-06,1.4056934248109655e-07,3.161016850541401e-07,1.5165177927670745e-06,1.14053785814194e-06,-6.648502781236106e-07,3.2322500736057595e-07,0.09999984910853207,0.09999872023671078,-1.8318006370437622e-06,0.10000041938608215,-6.483830071623059e-07,-3.8929939936526905e-07,0.09999858187194222,-2.0509567601753344e-07,-8.136368052517267e-07,-7.506590163846636e-07,-1.5504327677720597e-06,-5.571539947808078e-07,-1.3331772623257872e-06,-1.850822169409777e-06,-1.7222008827690394e-06,0.045956706230566295,-1.4521618778361627e-06,0.10000058121374525,-1.1317933884484506e-06,-8.445792319545813e-07,-2.4474719765198016e-08,1.328823837099378e-06,-3.871819855991808e-07,-2.3001562281069798e-07,0.10000004100044484,-1.7139149628160807e-07,-1.2078306704571456e-06,0.0999991404438018,1.7254682541784437e-06,2.2501387767957425e-06,-2.161165520440041e-07,0.09061846901825664,1.5255847866844036e-06,0.07339395961810438
12,2020-03-31,Simple + Baseline,-3.4500072773159154e-07,-1.3854526504819255e-08,-4.0561912094240524e-07,-5.790516350635372e-07,0.09999862682920585,-4.6689265016755864e-08,-4.111335725056496e-07,-1.8909167583151024e-07,-3.692251464525117e-07,0.09999966682598323,1.786267585306187e-08,-5.304965510839138e-07,-2.2615223786052386e-07,-2.911017784821539e-07,-2.6619518880911017e-07,-3.2441223625525215e-07,0.0999991080858514,0.09999949312798968,-3.6197700891361933e-07,0.09999914147892018,1.0523693265598219e-08,0.03407483717724399,0.09999894059293872,-6.397507765498522e-08,-5.905701146396257e-07,-3.551368485744324e-07,-3.213100468160084e-07,-1.9470922056275406e-07,-3.253673603888318e-07,-3.795102539437934e-08,-1.7863918556003312e-06,-9.519044441003125e-08,-4.6024135758653447e-07,0.0999988194591093,-1.009655551032393e-06,-1.681795049306608e-07,-3.549917012302043e-08,-4.615686163243283e-07,-6.254473702251263e-07,-2.8664837933413045e-07,0.09999930307476025,7.16649316013845e-08,-4.2563566785105386e-07,0.09999941161627146,0.003615961759216418,-6.993179523761609e-08,0.01099264337113748,0.051336299993141384,-3.905474767136706e-07,-2.796556094627051e-07
