seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
2,Simple alpha + SampleCov + Basic + One-Step,False,0.09999789827023219,0.20653802389385312,0.800002700814845
2,Simple alpha + SampleCov + Basic + Two-Step,False,0.0999694364779361,0.21008616639446603,0.7943516733766999
2,Simple alpha + SampleCov + Enhanced + One-Step,False,0.09982684706236764,0.0498974118683413,0.05021217453233936
2,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07217780646912755,0.050039005554454875,0.05063570114623527
2,Simple alpha + EWMA + Basic + One-Step,False,0.09999815793021657,0.21658009744862042,0.96576176808078
2,Simple alpha + EWMA + Basic + Two-Step,False,0.09997354696269244,0.22050489817963534,0.9629341189414421
2,Simple alpha + EWMA + Enhanced + One-Step,False,0.09971856691191616,0.04981271281640084,0.050268360860444436
2,Simple alpha + EWMA + Enhanced + Two-Step,False,0.06846196219411771,0.05003918938954542,0.05057972645166771
2,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984156866459008,0.22702712064923403,1.461794230221766
2,AR1 alpha + SampleCov + Basic + Two-Step,False,0.09981188244762265,0.23311771947219173,1.4824063121192355
2,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.09963021013640777,0.04982093575634838,0.05041201669941631
2,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.07834012290878657,0.04999348464095732,0.05076394125463611
2,AR1 alpha + EWMA + Basic + One-Step,False,0.09999802528657704,0.26703529240536994,1.4656589308704362
2,AR1 alpha + EWMA + Basic + Two-Step,False,0.09996922520713748,0.2732280799923217,1.4749005799182662
2,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09973531369390352,0.049993478286591175,0.05045950620810318
2,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.06482571076359457,0.050033176801484246,0.05042532025462632
