seed,date,strategy,NYSE:HTH,NASDAQ:HOPE,NASDAQ:PCRX,NYSE:ARW,NYSE:VST,NASDAQ:NEOG,NASDAQ:AAOI,NASDAQ:ZBRA,NASDAQ:TCBI,NASDAQ:CSTL,NASDAQ:WDC,NYSE:HLF,NASDAQ:IRMD,NYSE:BCC,NASDAQ:CRDF,NYSE:IBP,NYSE:PBI,NASDAQ:MDB,NASDAQ:PNFP,NYSE:FDX,NYSE:GKOS,NYSE:MTZ,NYSE:TFC,NASDAQ:TSCO,NYSE:TRI,NYSE:ROG,NYSE:NEM,NYSE:IDA,NYSE:SMG,NYSE:GNRC,NYSE:FCF,NASDAQ:SAGE,NYSE:ELAN,NASDAQ:INTC,NYSE:UVV,NYSE:MLR,NYSE:TRU,NASDAQ:EBAY,NYSE:OMF,NYSE:MAS,NYSE:BBW,NASDAQ:SPSC,NASDAQ:PFG,NASDAQ:EEFT,NASDAQ:OSW,NASDAQ:TBBK,NYSE:MOH,NYSE:CRK,NYSE:LC,NASDAQ:LIVN
14,2020-03-18,Simple + Baseline,1.4552079634783483e-08,1.792140654228948e-08,0.10000001998398865,1.864925606171939e-08,0.10000001492460002,0.10000001993520873,3.539933921544279e-08,0.1000000211475066,1.3127639122020584e-08,1.7963641528257215e-08,2.0316414399532512e-08,0.10000002262313684,2.4581028404742557e-08,1.6499148867959957e-08,2.4996093877424828e-08,1.497177871732289e-08,1.5037514569492473e-08,3.477737776130432e-08,1.3597007556110361e-08,0.10000002182790874,2.029966791812841e-08,2.416016786102107e-08,-3.979012985743966e-08,0.10000002117083556,0.10000001994821842,1.8164283404847226e-08,2.528015767507668e-08,0.09999983743750031,1.3495485148112418e-08,2.742281442717003e-08,2.5373388704162626e-08,-6.204918278290235e-07,1.6186048137703134e-08,1.8544303771973216e-08,0.10000002020344491,1.8197884714336475e-09,2.1709459968682317e-08,1.8247201653407156e-09,1.6723380556134734e-08,3.4251060342633026e-08,-1.8585368790309016e-08,1.5290231820615188e-08,1.4978473607160246e-08,1.8736730472598484e-08,1.5677141203426024e-08,1.355237669980419e-08,2.4671600050436245e-08,1.6556270395761705e-08,-2.6266867588848765e-08,1.882381625773537e-08
14,2020-03-19,Simple + Baseline,-3.6443942522072516e-08,-3.4558501387782286e-08,0.09999996650752437,-3.415270347241831e-08,0.09999996346951186,1.3966833605512743e-06,0.0999999702387822,2.6061050623452784e-08,-3.7355216825426264e-08,-3.4516368568159566e-08,-3.316755190009409e-08,0.09999996778152957,-3.067707453623365e-08,-3.537121041123491e-08,-2.8292782278195647e-08,-3.3797648629025423e-08,-3.626936061827184e-08,0.09999996670627295,-3.699546854652715e-08,0.09999996743580626,-3.3018527800239205e-08,0.09999996344797742,-6.264667579438628e-08,0.0999999671582386,7.966696759825785e-07,-3.4382230974495144e-08,-3.024009326822499e-08,-9.454033828025475e-08,-3.7114909920633797e-08,-2.9008758433337577e-08,-3.0231638677067004e-08,-4.0859459042109873e-07,-3.55369371263865e-08,-3.4189730576715144e-08,-1.6642958081091168e-07,-4.236478509033759e-08,-3.227181690323835e-08,-4.395405786143342e-08,-3.517651048087719e-08,-2.4966322294410498e-08,-5.4582053718493784e-08,-3.614617927423865e-08,-3.6301737995790933e-08,-3.414320927321246e-08,-3.553720393606471e-08,0.09999996381393646,-3.0646097519806064e-08,-3.1998399525944764e-08,0.09999996427435452,-3.395255754292024e-08
14,2020-03-20,Simple + Baseline,-4.9932614386730565e-08,1.8948579535561874e-07,0.07757935520611649,-5.6670048416624483e-08,0.09999995852818463,0.10000017370131417,0.033155781223899256,0.10000046969325516,-5.5223084447510996e-08,0.08926245568311678,-6.31765589787829e-08,0.10000001136568788,-9.825679396029479e-09,-5.951594488170916e-08,-6.236393722809816e-08,-5.5267533129650856e-08,-3.512561043312551e-08,-6.292245398543437e-08,-5.8587176998168166e-08,0.10000003858310051,6.08219943738974e-08,-6.144365415552342e-08,0.1000000280451981,0.10000021370811665,4.5029277805860246e-07,2.6406138771812295e-07,8.513498330064376e-09,2.99491856988431e-07,-6.334107857874577e-08,7.577990991395937e-08,-4.358375778088002e-08,7.186629085709147e-08,-5.7157750910573555e-08,2.552418038387283e-07,1.2698978057456958e-07,-4.6841154844017224e-08,-3.30907669831227e-08,4.989533694027568e-07,-3.9409314791870416e-08,1.3769072582788084e-07,0.09999996488936186,-5.95531898000307e-08,1.9258437629312564e-07,-6.174663747564583e-08,-1.4814769183121239e-08,-3.9888143773148376e-08,1.2524522522384347e-07,-2.31263315600228e-08,-4.996172144287535e-08,-4.806144384371968e-08
14,2020-03-23,Simple + Baseline,4.830261565131109e-08,3.6764190575595173e-09,-9.282880359996025e-07,-6.899270467688993e-08,0.08235990759235699,0.1000003722642567,0.09999971061813538,0.0999997913501049,-2.4368071173832046e-07,0.011271805884145012,0.10000020586438926,0.09999946234829173,2.6261784816210557e-07,2.088159081278613e-08,-2.6783260622399094e-07,-1.930480398596876e-07,-2.644497949728143e-07,0.09999976042220889,-4.166661936927497e-08,0.0999991692891868,5.165408809215119e-07,-2.722545635895686e-07,-5.871857015144893e-07,0.09999981448753315,0.006370397593149008,6.22329192036583e-07,5.512949319518174e-07,8.912646348066791e-07,-1.6032217765209957e-07,-2.2138456370818688e-07,-3.568869894137018e-07,8.119056375496021e-09,2.4190871687930424e-08,0.10000128543962318,-4.652465214839072e-07,-4.254040718564536e-07,4.135500753749999e-07,1.352709453803425e-06,-3.3662647856537794e-08,8.281086143395587e-08,-4.042047037492167e-07,-7.467379765018814e-08,-9.244484527572428e-09,-2.032243921669826e-07,2.0396374857021758e-07,-1.2027414933063248e-07,-2.333005712050327e-07,-6.231084343571292e-07,-4.6895849645638806e-07,-2.1984502038189448e-08
14,2020-03-24,Simple + Baseline,-1.0964129490534826e-06,6.362916669728478e-07,1.9094220013589937e-07,-1.389684791733267e-06,0.09999901399942815,0.10000016194070455,0.09999794502343892,0.10000493612076543,-6.092073414774258e-07,-1.355846511807837e-06,0.09999902843226642,0.099999816116498,5.8692184956948634e-08,-5.76724491722171e-07,-1.7618597525355105e-06,-1.2896452905164602e-06,-9.840745763982516e-08,0.09999818641633575,-9.88356465006834e-07,0.0999990646665119,4.375718724659334e-07,-1.4413833228493095e-06,-3.599374603109502e-07,0.10000273696679816,1.9525995649613975e-06,5.774837627564348e-06,-2.3538762038235778e-07,2.8792305704322744e-06,-7.110127962384047e-07,4.4876255948168193e-07,-8.021452947715157e-07,7.792324541391062e-07,-1.2328164579581615e-06,0.10000132024744153,1.6220507818843335e-06,-1.1342430952790815e-06,-1.3974489533934427e-07,3.735740512876932e-06,-9.703372071907446e-07,5.953179855262567e-07,-7.382244613188446e-07,-1.5607515491283732e-06,1.0882169563655972e-07,-1.4783903472302328e-06,-4.2328699017560657e-07,-7.231058941273086e-07,8.200397923241337e-07,-2.749231206416629e-07,-6.635046574185913e-07,-2.1198619663789794e-07
14,2020-03-25,Simple + Baseline,-1.010764311331294e-07,2.594689398082927e-07,1.620316626370915e-07,-1.0255996991203586e-07,3.811667151751795e-08,0.09574410392036971,0.09999980171438172,0.10000198047654604,-5.294280660395522e-08,-9.388153269737349e-08,0.0999999491670742,0.10000003546692549,2.287367796536423e-08,-7.805050306892249e-08,0.10000004475756383,-6.997535555112387e-08,-5.8825300619334346e-08,0.04319427227820507,-1.0533024569400097e-07,0.09999993366589845,7.646264227674037e-08,-1.4007575759816065e-07,4.562143911015989e-08,0.10000136976604942,0.016723814841232594,6.602452469691288e-07,5.185245984078121e-08,5.796947617121019e-07,-2.7510532546117985e-08,2.2022395021950963e-07,-1.1334018877497657e-07,3.113953257646634e-07,-9.811866191895423e-08,0.10000044913684045,4.866486583007356e-07,-2.217371615621812e-07,3.521445557156573e-08,1.0601710741586289e-06,-5.501869907239256e-08,1.4116050436933226e-07,-9.499864004839232e-08,-1.5684426272455918e-07,0.044331566487893465,-1.1529830840269064e-07,1.0886039247643864e-08,-5.081090331109676e-08,2.6593317067868024e-07,2.261688563185274e-08,-5.048412453114574e-08,1.0934621872730067e-08
14,2020-03-26,Simple + Baseline,-3.812446136507309e-07,-1.1134420045126416e-06,-8.392976441963942e-07,-9.495629003174053e-08,0.06999154366275967,0.09999461656223696,0.04774496277756181,0.09999478078166774,3.9752365189739137e-07,-4.2183849629582194e-07,0.09999913980220529,0.09999986586703957,-1.176497847164194e-06,-5.360590597144609e-07,0.09999961521712637,0.03588641684941163,4.866620561709635e-08,-8.041296000658291e-07,-2.427708336261161e-07,0.09999637616839169,-1.189511550160532e-06,-2.530234124439618e-07,2.6811331809694165e-07,0.09999114540341691,-2.755550970334281e-06,-1.474375400249195e-06,-1.2920012445425525e-06,-1.8111401444124373e-06,-4.587654781693264e-09,-1.4453442265212428e-06,-5.817055343615547e-07,-1.632952497872315e-06,-8.369937741305059e-07,0.0999945258471216,-1.2746289217127994e-06,-1.4312073429814193e-06,-1.669234773639498e-06,-3.2002601865330233e-06,7.485972856457814e-08,-3.1798882204423166e-07,-5.092984680718658e-07,-6.981986649911848e-07,0.0464357260395616,-3.3916531428318867e-07,3.729914435642167e-08,7.648251267149049e-08,-1.2447610538651878e-06,-1.789321760047696e-07,2.482566739553827e-07,-8.446818635231435e-08
14,2020-03-27,Simple + Baseline,-4.186656400756614e-07,-2.255649684908824e-07,-1.0157510397416549e-06,-5.641904079259051e-07,0.09999907753769728,0.09999636272227759,0.0999991661106721,-9.181105103468308e-07,4.959736126333214e-08,-9.534282034262096e-07,0.09999960721455105,0.09999890234424201,-5.993622384001478e-08,-1.1383911978664547e-07,0.09999919888170676,-4.3373419591681033e-07,2.287056680952329e-08,-1.1896428318188948e-06,-2.1738939898041195e-07,0.09999711885679753,1.1675339641351935e-07,-7.771639964242443e-07,-2.924340309615112e-07,0.09999400217672641,0.09999982535674903,5.268796925069374e-07,-2.1645997687880975e-07,4.7662265121709674e-07,8.498584666423792e-08,-4.477874053873544e-07,-6.818583821981402e-07,3.1418978937897375e-05,-4.743901614792605e-07,0.09999817870190221,-4.607008677982474e-07,-1.5098259406709738e-06,-1.7835428087589117e-07,-2.9559652752673594e-07,-2.707280243789081e-07,4.915123807046372e-07,-1.2444022091864982e-06,-8.492751027695926e-07,3.639944205519562e-07,-6.66498320704212e-07,5.7424137035082383e-08,-1.6474084203624678e-07,-1.3958853373457134e-07,-2.8349045336300376e-07,-3.098301708370237e-07,3.3277284720529536e-07
14,2020-03-30,Simple + Baseline,2.134224054789996e-09,1.522602080234938e-07,-8.131581584409908e-08,-5.40165695779721e-09,0.099999998897824,0.09999974028114121,0.10000009719983367,-1.3131645339489103e-07,-2.6807638361856367e-08,-1.1788837041367043e-08,0.10000006498729883,0.09999993729691704,1.6407474418422534e-07,7.769377405059977e-08,0.09999988595264409,-1.1020976127154786e-07,-4.030671288071069e-10,-2.853816410364584e-08,2.7904731284028187e-09,0.09999952566755994,5.851321149567919e-09,-9.365306497498791e-08,-5.646825637364087e-09,0.09999822600313045,0.10000008642075074,-2.8842400055783435e-09,1.4842086846090702e-07,2.560571004843946e-07,-3.2269569966459354e-08,-4.9657394517047446e-08,8.171987700617401e-08,3.9062781288739666e-07,-3.42228378634448e-08,0.0999999202289178,1.2407744058737848e-07,-1.834146608413586e-07,-2.1731824372452238e-08,9.627223566283673e-08,-5.0671844198901476e-08,7.303510014298642e-08,-2.0733611354211195e-07,-5.532829843894161e-08,5.2796000525531684e-08,-1.2188074375209432e-07,3.690119712615706e-09,-4.200114584417692e-08,2.1682664690382184e-06,-3.6826438741358452e-09,-7.747908151617627e-08,9.275743255302934e-08
14,2020-03-31,Simple + Baseline,-6.596160866846325e-08,-3.254035648490749e-07,-2.0200007752056644e-07,-1.8132758337334975e-07,0.09999993200795547,0.10000002223768867,0.10000014936443069,-6.788040758713432e-07,-6.68300632448333e-08,7.248370278097228e-09,0.02489278145862198,0.10000013754379347,0.07122386056955601,-1.8111528624768829e-07,0.09999959311418331,-2.4625748524695353e-07,4.8030405868793343e-08,-1.3872995566046122e-08,-1.5252439942919209e-07,0.09999987581059762,-4.84960147775507e-07,-2.1056612433953788e-07,-1.5948526092033358e-07,0.09999936581460676,0.09999898078896384,-7.118793108827429e-07,-4.7351192711810954e-07,-6.389167920325719e-07,-4.211102315602143e-07,-4.861831653108263e-07,6.641405180946057e-08,-4.6814025038455594e-07,-5.006888568173456e-07,0.09999939238363129,-1.4340030566396747e-07,-2.810388333458327e-09,-6.833472012725108e-07,-7.138515834993091e-07,-1.021862978796782e-07,-6.105322090382303e-07,4.207599019933791e-07,-2.6119227183445134e-07,-5.472816565577244e-07,-2.997285872517849e-07,-2.32991940511002e-07,-1.8103244971743616e-07,0.0038965181877326795,-2.27217812331413e-07,-7.714998507773474e-08,-3.984876698674907e-07
