seed,date,strategy,NASDAQ:MGNI,NYSE:IBP,NASDAQ:PLMR,NYSE:LEN,NASDAQ:NBTB,NYSE:EGY,NASDAQ:SAGE,NYSE:PLOW,NYSE:MFC,NASDAQ:CRUS,NASDAQ:HLIT,NASDAQ:CTMX,NASDAQ:MTRX,NYSE:BBW,NASDAQ:BBSI,NASDAQ:MNRO,NASDAQ:CHTR,NYSE:SBOW,NYSE:MPC,NYSE:SD,NASDAQ:OPCH,NASDAQ:ACIW,NYSE:FIX,NYSE:MTDR,NYSE:MYE,NYSE:FDP,NASDAQ:LRCX,NYSE:PKG,NYSE:PAG,NASDAQ:MBWM,NYSE:TDG,NYSE:AN,NYSE:AG,NASDAQ:NMIH,NASDAQ:RPD,NASDAQ:MDB,NYSE:ELAN,NYSE:SMP,NASDAQ:TXN,NASDAQ:PFG,NASDAQ:SONO,NASDAQ:FCFS,NASDAQ:EEFT,NASDAQ:TER,NASDAQ:ENPH,NYSE:GKOS,NYSE:DOOR,NASDAQ:SPSC,NYSE:CWK,NASDAQ:VCYT
20,2020-10-13,Simple + Baseline,-6.037063346310654e-09,-1.0760056005496284e-08,-1.0084998053363752e-07,-1.0797268186784155e-07,-6.529999192200222e-07,-7.303443579535324e-08,0.09999960861664134,-1.317743856257053e-07,-2.414523205450666e-07,-2.449003519754602e-07,0.09999974168756808,-1.532695340206105e-08,6.913163599970891e-08,0.028481169930868033,6.008304247066106e-08,2.9964331729158955e-08,0.09999718292224373,-4.0046572504504925e-09,1.80231397041221e-08,0.03338746135320979,3.047118189767414e-08,-8.8696188024408e-08,0.09999968450299587,4.45741060970088e-09,7.496761531604948e-08,-5.750070576567598e-07,-2.2509113178302533e-07,-7.983762575520823e-07,-3.118873447684668e-08,-1.3585322310821776e-07,5.78896539735796e-09,0.026003760185624617,-3.623032454446662e-08,-3.214283391360119e-08,-4.161257996075502e-07,0.09999983777950364,0.09999978066788144,0.09999903664945277,-1.0758259748240092e-06,-1.2454541592981327e-07,-3.958526395759394e-08,-2.840888136002973e-07,-2.2933671805136133e-08,-2.848574332615749e-07,0.09999998307543029,0.09999978574868239,8.060265550556935e-10,0.012138411515781114,6.641813861741766e-08,-4.5338727965359435e-08
20,2020-10-14,Simple + Baseline,-7.296990030608219e-07,-1.2947670355819447e-06,-1.9049338534900505e-06,-1.3359633218303954e-06,-2.0811936886064733e-07,6.525882120365555e-08,0.0999956607017464,-1.5146959703828276e-06,-1.2889659846670026e-06,-3.5001317303664064e-06,0.09999656595027978,-9.90841895664194e-07,1.5385357793886706e-07,0.02971402845770643,-1.36833706131992e-06,1.3530024890365156e-06,0.09998857685729903,-1.3802668777390465e-07,9.984921016721752e-07,0.02053119837313416,-8.489961379668273e-07,-2.5241924368953913e-06,0.09999860025734016,-3.0657079279292897e-07,-9.134826796779695e-07,-3.342773568774453e-07,-1.8300258291526428e-06,0.023839369731535238,-1.1595825462734609e-06,5.734179178968994e-07,-7.528596775378437e-07,0.02599609832342355,-1.4018426227854548e-06,-2.755936552374897e-07,-3.080354237872459e-06,0.09999599863479378,0.0999969927374316,0.09999575778634891,-3.6071394465817747e-06,4.606091237231436e-07,-1.567887045268191e-06,-1.4724552305981276e-06,-3.390485490442087e-07,-1.8011853718643005e-06,0.09999768819068655,0.09999691318492712,-1.1237148418204063e-06,-6.909012904633248e-06,-6.106041277559335e-07,-1.8858465707341971e-06
20,2020-10-15,Simple + Baseline,-2.0269815308233036e-07,-3.812362373785121e-07,-2.8600805655105665e-07,-4.6881535062634503e-07,-6.922702740492433e-08,4.353742060123611e-08,0.09999831410589424,-5.765342520293013e-07,-5.027476373942325e-07,-1.251787278639464e-06,0.09376834622261836,-2.700221222226517e-07,4.906803829422477e-08,0.04378066888594153,-4.5045354162477774e-07,5.805966127005566e-07,0.09999345046713218,-2.500094917084368e-07,1.5320906157065088e-07,0.020524006394899763,-1.8345492890099893e-07,-8.677501610096565e-07,0.09999952862146082,-1.7061282416488083e-07,-1.217153690714243e-07,-2.531968396026697e-09,-4.1423336579810314e-07,0.041956627177202326,-4.6678768384100575e-07,1.4721961199222197e-07,-1.7335865995668252e-07,-1.9212696245689791e-07,-3.3237979436298364e-07,-1.055454294177816e-07,-1.3124998021803437e-06,0.09999870321912459,0.09999895313470086,0.09999788977153357,-1.73381814837107e-06,1.1064502866531207e-07,-4.4080717296225584e-07,-4.2090652913817245e-07,-9.21532120839711e-08,-6.557747292432101e-07,0.0999995588967489,0.09999913142412886,-3.0693434493952195e-07,-2.9360168494333873e-06,-8.402372001027781e-08,-5.38584652163559e-07
20,2020-10-16,Simple + Baseline,-3.722694733944592e-08,-8.387248405232144e-08,-8.23286223170713e-08,-1.3215157964288838e-07,-5.4350364969881025e-08,-8.605976796108494e-09,0.09999945255921959,-2.2988609108025561e-07,-2.088072981412557e-07,-4.537689080143042e-07,-7.698526817593905e-10,-6.319392680944737e-08,-1.6213318280684107e-08,0.05821572953403216,-1.3345339060678384e-07,1.3145619064747983e-07,0.09999629473810827,-2.735517523755694e-08,-1.7312518397828931e-09,0.016106306006696443,-4.510887489830026e-08,-3.0430455785131995e-07,0.09999985642343358,-3.1477081079227916e-08,-4.283608256985326e-08,-6.2121998846280184e-09,-1.40548700466099e-07,0.06461058199274755,-1.417936293152607e-07,1.687072434528229e-08,-5.519510521647055e-08,-6.489633442058573e-08,-3.251836592973641e-08,-1.9677659549047845e-08,-5.68644446909208e-07,0.09999956058144516,0.099999667122983,0.0999990446401279,0.04336333558731062,1.88258056394702e-09,-1.2055034616548495e-07,-1.8956815027837736e-07,-5.9310657346126316e-08,-2.6483022728119143e-07,0.09999993294503128,0.09999976476453931,-7.798053988477483e-08,0.017714186245221118,-3.395608938634435e-08,-1.3036997006149247e-07
20,2020-10-19,Simple + Baseline,0.012531869510490333,-2.0192710205212128e-07,-8.942669813490026e-07,-3.304572111405359e-07,-5.236599237825114e-07,-3.0130136247700856e-07,0.09999800209283527,-5.547077889590855e-07,-5.645880027387795e-07,-1.346710887974833e-06,-8.700938809818478e-07,-5.026155505914017e-07,1.419120953888082e-07,0.05897929239374884,-3.0358397665933806e-07,2.1060202680106824e-07,0.09999416751077263,-3.555881139660577e-08,3.6334516575021e-07,0.006730039030938766,-3.0348563176092607e-07,-9.454124066121001e-07,0.09611039491227,4.3799614452770104e-08,-1.258191726972524e-07,-6.120953636889444e-07,-5.986026447444306e-07,0.06460865465026934,-3.031364387971752e-07,1.1401185153208072e-07,-1.7950670392725065e-07,-5.535744975724038e-07,-5.25029689415341e-07,-1.9627885257176427e-08,-1.691924212615616e-06,0.09999713658440783,0.09999881410462279,0.0999979121429731,0.04335993128620632,7.610993000138496e-08,-8.691743956635693e-07,-9.897218069811076e-07,-1.7765996066818388e-07,-1.0105172768930153e-06,0.09999929017570237,0.09999898293258534,-8.84241328678066e-09,0.017710574919736242,-3.680111968403684e-08,-6.085109023732937e-07
20,2020-10-20,Simple + Baseline,0.005134075857079392,-2.1183501002997422e-07,-1.2340521309e-06,-3.8065596298780176e-07,-8.927582678468497e-07,-3.6094403862615093e-07,0.09999753168236515,-8.501590225053617e-07,-8.120525455876651e-07,-1.86834842701891e-06,-1.4658901274364406e-06,-6.971169953072981e-07,2.395421688800399e-07,0.06433380734391929,-6.458767305087394e-07,4.1292973063795854e-07,0.09999173261657596,-1.064755341543025e-07,4.775885813880447e-07,0.014252391265730241,-4.132390157621598e-07,-1.2533559331156514e-06,0.0430435964819626,6.989808476964437e-08,-1.674640960584712e-07,-1.1492379085853976e-06,-8.904612296127299e-07,0.06460596515543121,-3.6885275854886636e-07,1.0989525785338146e-07,-3.26248004879453e-07,-7.346936420240343e-07,-7.932726948070309e-07,0.047613194749917785,-2.6661138944676117e-06,0.09999648625940824,0.09999805188321072,0.09999702276282527,0.04335518918374101,1.4411260376177204e-07,-1.1938222420336138e-06,-1.4820301419343916e-06,-2.6017425577779034e-07,-1.5549194983596152e-06,0.09999903182736256,0.09999859848544136,4.757898502350913e-08,0.017705624776620958,-4.758593511890227e-08,-9.410580807029549e-07
20,2020-10-21,Simple + Baseline,0.05003245022858671,-6.62495809860015e-07,-2.565640981559739e-06,-1.2015740627194096e-06,-1.6528896267616143e-06,-4.061558556306245e-07,0.09999655674940174,-1.231630370094447e-06,-1.8457921103059135e-06,-3.0309003670654204e-06,0.024219633735941017,-8.306539322796176e-07,6.14889091318685e-07,0.06432816064334543,-8.957661667108822e-07,9.079190620045778e-07,0.09999031283772876,-1.664495685957182e-07,8.703727364102132e-07,0.025647184407660874,-6.674563832241033e-07,-2.0821519960906343e-06,-1.735090508088915e-06,4.812278743130308e-07,6.535410966159961e-08,-2.76443201562918e-06,-1.0673196273473414e-06,0.09999434945026207,-6.77755152694433e-07,-2.5720923577013717e-07,-2.770667820737992e-07,-1.437213071294637e-06,-9.20670997372886e-07,0.01815435118445243,-4.288063318294453e-06,0.09999478423237632,0.09999696940795015,0.099994281815201,-7.444823780744538e-06,-3.7495943357870486e-08,-1.691395859030651e-06,-2.5214150603829653e-06,2.8960111797783065e-08,-2.586941490691929e-06,0.09999865843771644,0.09999803825132998,-4.230728232392318e-07,0.01769816219555228,8.511146271756241e-08,-1.5233842917705924e-06
20,2020-10-22,Simple + Baseline,0.05002774458075863,-7.791553374511232e-07,-5.708572487872475e-07,-9.971379144824505e-07,-1.3631728407817596e-06,-3.3077537692255565e-08,0.09999745076463264,-9.033988752586401e-07,-1.3383885364651906e-06,-1.5019216683577763e-06,0.03450561166519912,-3.351665553907267e-07,1.8755212267758292e-07,0.0999991825123805,-6.877421279290419e-07,3.50013799413378e-07,0.09999346507781,0.019083192004698536,-6.170421869624513e-08,0.025630236972743033,-5.65531733317291e-07,-1.1379628828393713e-06,-1.3795137372456167e-06,1.7052695802607647e-08,2.8384119591467914e-07,-1.964681951589642e-06,-2.6630757670074046e-07,0.09999564907230578,-1.2976704474247666e-06,-1.181811950715511e-06,-3.797494653841547e-07,-1.1011465929481938e-06,-2.0139899837162865e-07,0.0181498297020212,-2.399590342067046e-06,0.09999826351091495,0.09999813500292525,-2.7609794371686593e-06,-4.360874766394255e-06,-1.1036338444779841e-06,-8.039852642308597e-07,-1.3643403777989243e-06,-2.8243490147388144e-07,-1.3895324665467151e-06,0.09999936475107767,0.0999989076537895,-6.207130249995755e-07,0.05265608111055704,-6.678291108350934e-08,-7.403543162093009e-07
20,2020-10-23,Simple + Baseline,0.07477102578336307,-1.298049818626008e-06,-3.3617561502559832e-06,-2.382850020611636e-06,-6.957892108983193e-06,-1.3191526791591458e-06,0.09999292849923169,-2.8519570144320826e-06,-4.564550566991128e-06,-1.6823761304358721e-06,0.04646284824561982,2.888061808287597e-07,6.952237785760259e-07,0.09999903662648844,-1.145138271181989e-06,1.0937283296573491e-07,0.09998449113146735,0.002679815347431087,5.950687792284468e-07,0.046184871401349074,-1.189168506566655e-06,-3.265262621246509e-06,-6.185695863266482e-06,1.0953666456173072e-06,1.2367301791419916e-06,-6.323064780068109e-06,-1.681206280713458e-07,0.09998346847469665,-2.6528985855852713e-06,-3.5853800699705486e-06,-1.2290148362433776e-06,-2.4240079318951415e-06,2.62808798040298e-07,-3.5074513670343618e-06,-2.9497304071729495e-06,0.07738854237787107,0.09999469558527935,-7.2425163110815185e-06,-7.937654201020469e-06,-3.1242242693598445e-06,-4.578678301170285e-07,-5.352021923940951e-06,-4.2456105234319794e-07,-2.6284878915812985e-06,0.09999859957820763,0.0999951068781168,-8.476771980020784e-07,0.0526471916762926,1.5587978803350708e-07,7.64070581818396e-08
20,2020-10-26,Simple + Baseline,0.057018548487896205,-3.560515743645316e-07,-7.088796463889841e-07,-7.40939164012522e-07,-2.882417301969254e-06,-1.7935573851739137e-07,0.09999719797510943,-1.1165692530859787e-06,-1.7714273908700597e-06,-6.099604979913445e-07,0.09999997005059437,-1.9976035089642898e-07,2.3086682464207363e-07,0.05574365329898713,-3.8332040581175954e-07,3.133624029558077e-07,-6.794267748718482e-07,0.010833331266851693,1.347207620081274e-07,0.04617665911093198,-2.9824375461489527e-07,-1.1656103990050477e-06,-1.942792599400838e-06,7.422575378428994e-08,4.168625723367565e-07,0.06903614083561471,1.756780354645294e-07,0.09999211158637257,-9.432494897653807e-07,-1.1406274233674022e-06,-2.5762155110833897e-07,-8.501255655775165e-07,2.9286040535493824e-09,-6.863027043108405e-07,-1.4068796153993986e-06,0.07738865369762828,0.09999815910587684,-3.6059604836903113e-06,0.031195181428040154,-9.848908242680832e-07,-2.7505428888466906e-07,-1.963763826198925e-06,-5.358308951771437e-08,-1.0070912530774806e-06,0.09999968994949372,0.09999857232034957,-2.308428101801045e-07,0.052647071416746745,1.3973634055631297e-07,1.6702000363199872e-08
20,2020-10-27,Simple + Baseline,0.057016993724945314,-1.7278553700189136e-07,-3.913047776134459e-07,-2.732121585966833e-07,-1.4359783598579553e-06,-8.33090631267599e-09,0.0999986697133763,-4.130023152966283e-07,-8.162044854477108e-07,-2.034640034833401e-07,0.06825875535893003,7.222519395849311e-08,8.841490687813918e-08,0.05574031003684565,-1.1319666236666292e-07,1.0556764518174495e-07,-5.517622787630583e-07,0.02027912700041953,3.679403239755588e-08,0.012462806329963726,-1.3535958316896236e-07,-5.425445108908266e-07,-7.627777422724889e-07,1.1353139142445656e-07,1.8757131628352222e-07,0.06903456858724787,1.1361949524802786e-07,0.09999575765349485,-4.1319802714175653e-07,-6.117303171211524e-07,-1.1401364651833959e-07,-3.6810510572415023e-07,8.939065378918743e-08,-3.0194339493921273e-07,-8.231224096068297e-07,0.0999998979263094,0.09999912563525833,-1.9845367132899236e-06,0.031194571466845965,-4.611840667405175e-07,-1.1887333925251198e-07,-8.627687639188262e-07,-3.0839109173989204e-08,-3.4013564960292697e-07,0.09999985891163825,0.09999952634580817,-1.0511672834017089e-07,0.08603162399009937,-5.566820796798195e-08,1.4506829391395633e-08
20,2020-10-28,Simple + Baseline,0.08643667878920691,-7.148761688683803e-09,-1.5770805250014456e-07,-7.653269746895341e-08,-5.415173918326496e-07,-2.4132566017052202e-08,0.09999956828410363,-1.9618399777876365e-07,-3.214223994316144e-07,1.6643015379088597e-08,-1.767588961419383e-07,-2.4820268511964242e-08,-2.5722340645027318e-08,0.029922177094655247,-5.905450333019567e-08,7.3387719917562615e-09,0.03169134827449495,0.028423976287579117,-2.8768414829135303e-08,0.0037942847930630113,3.894220976662394e-08,-1.9888821306403255e-07,-1.9780173304027194e-07,2.4235138788103835e-08,9.325441852116246e-09,0.019736551649120224,5.823083972083311e-08,0.09999823068728017,-1.314007611683472e-07,-1.5031667734027347e-07,-4.600071921310218e-09,-7.702969018329787e-08,-5.400111277916786e-08,-4.5132697477687795e-08,-3.9992487700783427e-07,0.09999996283224419,0.09999970596234156,-9.191135295125005e-07,0.10000138432436115,-2.01619972983669e-07,-7.820827363234517e-08,-2.506685736482683e-07,-2.157172402436545e-09,-4.39134903114052e-08,0.10000001458969583,0.09999986848674752,-9.845113083931052e-09,0.10000058842185387,-2.4492240661913032e-08,-6.737759427351773e-08
