seed,asset
15,NYSE:QTWO
15,NASDAQ:FARO
15,NASDAQ:INTU
15,NYSE:IBP
15,NYSE:AON
15,NASDAQ:MORN
15,NYSE:KMB
15,NASDAQ:ENTA
15,NASDAQ:LIVN
15,NYSE:MSCI
15,NASDAQ:UAL
15,NYSE:BBDC
15,NYSE:PAGS
15,NYSE:TPH
15,NYSE:ALL
15,NASDAQ:POOL
15,NASDAQ:RPD
15,NYSE:NI
15,NASDAQ:OFIX
15,NYSE:OIS
15,NASDAQ:KALU
15,NASDAQ:BOKF
15,NASDAQ:EEFT
15,NYSE:CRK
15,NASDAQ:NWLI
15,NYSE:KGC
15,NASDAQ:RVMD
15,NYSE:TFC
15,NASDAQ:PTCT
15,NASDAQ:POWI
15,NASDAQ:LKFN
15,NASDAQ:RNST
15,NYSE:PGR
15,NYSE:ES
15,NYSE:KEY
15,NYSE:LXFR
15,NASDAQ:MIDD
15,NYSE:CE
15,NASDAQ:MSEX
15,NASDAQ:CTMX
15,NYSE:PBI
15,NYSE:MCD
15,NYSE:MXL
15,NASDAQ:RDFN
15,NYSE:SBOW
15,NASDAQ:AEIS
15,NYSE:MTD
15,NASDAQ:SPT
15,NASDAQ:TW
15,NASDAQ:UBSI
15,NYSE:CPB
15,NASDAQ:SIGA
15,NYSE:FL
15,NASDAQ:CYTK
15,NYSE:EGY
15,NYSE:BTU
15,NASDAQ:ECPG
15,NYSE:EW
15,NYSE:UBER
15,NYSE:MTDR
15,NYSE:LPX
15,NASDAQ:ATEX
15,NYSE:FIS
15,NASDAQ:KHC
15,NASDAQ:SLM
15,NASDAQ:MRNA
15,NASDAQ:TRS
15,NYSE:VVI
15,NASDAQ:TCPC
15,NYSE:CLH
15,NASDAQ:MDB
15,NYSE:HI
15,NASDAQ:RYTM
15,NYSE:OLN
15,NASDAQ:ROST
15,NYSE:NUE
15,NASDAQ:CHTR
15,NYSE:MO
15,NYSE:KEX
15,NASDAQ:MGNI
15,NASDAQ:CRUS
15,NASDAQ:LASR
15,NASDAQ:ALGN
15,NASDAQ:PNTG
15,NYSE:ECL
15,NYSE:HTH
15,NASDAQ:LANC
15,NASDAQ:ORLY
15,NYSE:PKG
15,NASDAQ:FTDR
15,NASDAQ:BRKL
15,NASDAQ:EDIT
15,NYSE:LXU
15,NASDAQ:SRCL
15,NASDAQ:PNFP
15,NYSE:INSW
15,NYSE:NOV
15,NASDAQ:OLLI
15,NYSE:FDX
15,NYSE:CB
