seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
15,False,False,False,False,0.10000001618778223,0.09982326626755013,0.09999401728255705,0.099811567808098,0.14554424438492297,0.0743586567821194,0.14442404935111977,0.07330483408759733
