seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
14,False,0.09999823132407373,0.09561301147452059,False,0.09982238229896681,0.03628066021906726
