seed,date,strategy,NYSE:HTH,NASDAQ:TER,NASDAQ:RCMT,NYSE:EW,NYSE:WAT,NYSE:STZ,NYSE:YETI,NASDAQ:XP,NASDAQ:VRRM,NYSE:CNS,NASDAQ:LKFN,NASDAQ:HRTX,NYSE:FIX,NASDAQ:PBYI,NYSE:BCC,NASDAQ:MRNA,NYSE:ROL,NASDAQ:TRS,NASDAQ:WIX,NASDAQ:ZBRA,NYSE:YUMC,NASDAQ:QRVO,NYSE:NFG,NASDAQ:POOL,NYSE:VZ,NASDAQ:FIVN,NYSE:NPO,NASDAQ:SPSC,NYSE:AON,NASDAQ:ATEX,NASDAQ:CRUS,NASDAQ:HOPE,NASDAQ:HLIT,NYSE:FL,NYSE:IT,NASDAQ:GBDC,NASDAQ:ROKU,NYSE:TREX,NYSE:SMP,NYSE:LXU,NYSE:BBDC,NYSE:USM,NYSE:MTD,NYSE:ASGN,NYSE:SO,NASDAQ:NMFC,NYSE:PBH,NASDAQ:TILE,NYSE:NOV,NYSE:WTRG
11,2020-12-17,AR1 + Baseline,-9.52144542316931e-07,0.022008698519202206,0.035880198599527194,-6.105928627396459e-07,-1.4592161945380144e-06,-1.2938475269799708e-06,0.09999946383225536,-3.8172619000901133e-07,-8.793832508772292e-07,-9.835026369809425e-07,-1.2539672461976572e-06,-3.0668484480305694e-07,-1.0237979143168986e-06,-2.6874449822677753e-07,-7.049355387564153e-07,0.09999983881412464,0.07807964411156583,-1.8662136933811365e-06,0.04196255183100803,0.004038114444482075,0.0016181114425168391,0.09999925645007134,-1.8101510712111618e-06,0.02015403743634408,-1.7447176857218661e-06,0.10000093248047057,0.05144130508121389,0.10000021784440097,-9.351663843993536e-07,-2.9450884641484985e-07,-6.314858796085662e-07,-1.1008288628955474e-06,-6.760424036955549e-07,-7.778482439617836e-07,-1.1377042382738926e-06,-7.516673846427663e-07,0.09999985926811675,-1.8373806374674818e-07,-1.567930990586954e-06,0.04471174840400733,-8.732865184923375e-07,-2.019769559016868e-06,0.00013959932219604804,0.0999986765022305,-1.3422116977908563e-06,-5.811259715875711e-07,-1.3960498338994474e-06,-5.940872182021304e-07,-5.113934294221338e-07,-1.3331579001908759e-06
11,2020-12-18,AR1 + Baseline,-3.919562909786859e-08,0.02200975920663527,0.040086185680992655,1.6473650023251403e-07,-2.333046483288375e-07,-1.6217481615802977e-07,0.1000001108706652,1.1423582072189284e-07,-1.4755124131288911e-08,-3.6943896493475045e-08,-1.501109637087318e-07,1.6053228695023428e-07,-6.093764497008111e-08,1.2622697826294085e-07,4.8148259627910985e-08,0.10000013989967832,0.07808073983945252,-4.156731239818281e-07,0.041963585845627774,0.004039146781801848,0.0016191595661707793,0.09575145137095444,-4.3094170179746156e-07,0.020155031372905467,-3.8961701423573365e-07,0.1000008257148101,0.051442207559116215,0.10000056429991094,5.2380674637984534e-08,1.887382142524988e-07,1.3678159549160802e-07,-1.0267639549459507e-07,5.245563196956908e-08,7.073645666387194e-09,-9.064728063856997e-08,3.191619108901274e-08,0.10000020857769638,1.3131342035235575e-07,-2.8345929171713906e-07,0.044712505311213985,8.274618079745183e-09,-5.068369441406278e-07,0.0001406541562787039,0.09999982809793723,-1.8255541211787212e-07,6.407076553186553e-08,-2.1059216684779647e-07,3.1492198742006254e-08,6.366643871691855e-08,-1.823587838957289e-07
11,2020-12-21,AR1 + Baseline,2.0011881496580153e-07,0.022010566063604537,0.04985635168101982,4.508663464939249e-07,3.156727906683401e-07,2.8944491123930926e-07,0.10000024058655918,2.0207509907822426e-07,2.133177436083182e-07,2.3284593258752043e-07,2.249976275462555e-07,2.649982383610082e-07,2.2068825894938066e-07,1.9283332217910236e-07,2.4832451443441986e-07,0.10000016044839899,0.07808164860421792,1.5321120161753162e-07,0.04196437160695833,0.0040399908669693915,0.0016200446637359659,0.0922285979854629,2.0504452547390847e-07,0.02015586728576352,3.1937005357938447e-07,0.10000069134772312,0.05144298701861906,0.1000006517541373,4.785830977783916e-07,1.8442081319619694e-07,3.50457013336986e-07,1.940163699907666e-07,2.483031107883541e-07,2.0752358951688583e-07,2.8209058316589284e-07,2.945985608725853e-07,0.10000024746718064,1.7584694756027782e-07,2.2543130241254069e-07,0.03858817373156858,3.0128703831481e-07,1.360716384876317e-07,8.666990629437041e-07,0.10000022337169666,3.1503339902169477e-07,2.1980509443487066e-07,3.44076896923883e-07,1.5139558359789984e-07,1.6432082660482825e-07,3.0600137588984286e-07
11,2020-12-22,AR1 + Baseline,5.79801417605293e-08,0.022017896249834006,0.049856348502062976,2.0505374932185256e-07,1.5845220271289992e-07,1.284845269229101e-07,0.1000000686151479,4.8632146402095595e-08,6.349182556703337e-08,7.613109087128431e-08,8.227221410997887e-08,7.616146191449492e-08,7.045947799247402e-08,4.3720595006923606e-08,7.755436145116029e-08,0.10000003065389183,0.07808164351584848,6.14596037897536e-08,0.041964371672942084,0.004039989563749393,0.0016200433550687455,0.09222859669175064,9.943566609153027e-08,0.020155862259699654,1.84886962113538e-07,0.10000029351780777,0.05144298826292023,0.10000030453470748,2.4769421491866854e-07,-9.098798634302984e-09,-4.098606370073955e-09,5.908356001717762e-08,7.587713070385523e-08,5.869679942756297e-08,1.1319110216612911e-07,2.8026455735498116e-09,0.10000006588813823,3.515424093430769e-08,9.632480340396763e-08,0.03858817021298865,1.1442517266292055e-07,5.889072434864499e-08,4.3020634864115966e-07,0.1000000835086989,1.503343938795764e-07,-7.889803754827032e-09,1.7822294572262525e-07,3.051845333029604e-08,3.534009310120974e-08,1.431780451563832e-07
11,2020-12-23,AR1 + Baseline,1.4865483348817996e-08,0.09999999368931957,0.04985634116000725,9.317462788497218e-08,7.904473020125735e-08,5.590223521545263e-08,0.1000000185067905,1.0941810753052816e-08,1.7354503300096728e-08,2.315922618199946e-08,2.7758831688326078e-08,2.170977604847351e-08,2.0801593224315298e-08,9.256153155428077e-09,2.333220077935047e-08,0.10000000591034985,0.0780816411068184,2.2756005242250192e-08,0.04196437183986457,0.0040399868865561815,0.001620039929933004,0.014248966326474061,4.662700857131558e-08,0.020155861013604382,1.0620194136969164e-07,0.10000012386051979,0.05144298375357593,0.10000014062384059,1.278340241605885e-07,-3.878812009810525e-09,-3.088057386429547e-09,1.594899038309125e-08,2.2029059314375452e-08,1.4696691209751017e-08,4.430022133601264e-08,-6.421023737647019e-10,0.10000001767339174,6.614258048559857e-09,4.0131822329316816e-08,0.038588156236778796,4.243886453124409e-08,-4.105238145708247e-09,2.130949572779349e-07,0.10000002917716325,7.076524422149891e-08,-3.9903148577805964e-09,9.087342126375793e-08,4.659973008139645e-09,5.962448479187683e-09,6.580356928640688e-08
11,2020-12-24,AR1 + Baseline,3.655286003072606e-07,0.10000052487311756,0.04986186951780233,2.3030855422633433e-06,2.3799800291009332e-06,2.0399566176968773e-06,0.10000081533136801,8.429583276662463e-07,6.547073842072284e-07,5.234202512174686e-07,9.970998309151145e-07,1.620541507191912e-06,6.350846858149292e-07,1.330872078117689e-06,7.332281473558641e-07,0.10000133355931586,0.07808793764487985,1.1100382633375695e-06,0.04196842554571683,0.004043841359480592,0.0016251065857204013,0.010580541641961542,2.1133303596340942e-06,0.02016199103638694,3.859125570659536e-06,0.10000469410678225,0.055016755170663345,0.10000403272932971,2.5921693558658238e-06,8.518936958536226e-07,8.405739968614839e-07,7.065635825803375e-07,1.0060270345628873e-06,6.76567544901322e-07,1.2889099717073959e-06,1.948131810775796e-06,0.10000188430610686,8.227722462534713e-07,1.7672233236738793e-06,0.03858966178146296,1.5058263401998323e-06,2.2697325207630834e-06,2.485847200726376e-06,0.10000145546382022,2.376180311351312e-06,1.027487120351086e-06,2.9383869992562733e-06,7.353459541745282e-08,8.817805907334113e-08,2.3067508510427512e-06
11,2020-12-28,AR1 + Baseline,4.204639234247671e-07,0.10000090008231223,5.117525772084131e-07,2.962239605550783e-06,2.630722112770455e-06,2.3726566525625413e-06,0.1000009559759296,1.0823991760418178e-06,1.2240439506224134e-06,7.797187513511263e-07,8.841513263930905e-07,1.7353228857858865e-06,5.894569676601877e-07,1.5039029473352636e-06,3.429246408017576e-07,0.10000085198738769,0.10000247705380684,1.2262397900745814e-06,0.04197193707573437,0.004046583951225788,0.0016287391032453083,0.010582787647016418,2.1575873198940286e-06,0.031246290740789478,3.846913814234004e-06,0.10000283028498648,0.07185645605931389,0.10000322458156533,2.731517252927287e-06,6.002456270179724e-07,1.168428768401065e-06,9.237186414587004e-07,9.594879940862287e-07,8.620525286236453e-07,1.1955176212137088e-06,2.198253096244119e-06,0.10000133152918102,3.4513125369647587e-07,1.5555878433807625e-06,0.038599981398010894,1.8237171950496946e-06,2.2037045794212777e-06,2.445994859998688e-06,0.10000153324117848,2.3254546738607314e-06,1.5247622560969074e-06,2.584131727909624e-06,2.677475048749644e-07,9.699161893679977e-07,2.140852871053462e-06
11,2020-12-29,AR1 + Baseline,-5.699999062274797e-07,0.09999704440360555,-9.925008812624364e-07,-3.7662277058985817e-06,-3.6853991311053923e-06,-3.0016495476566835e-06,0.09999767444324864,-1.7844642906467135e-06,-1.2027707771894488e-06,-1.1891363863402477e-06,-1.3361724651483754e-06,-2.7804820427384994e-06,-1.1849479036859373e-06,-2.302588845974763e-06,-1.5717647269600937e-06,0.09999777726684805,0.09999404379428978,-1.4049593713166959e-06,0.041959278770303955,0.004036415197872651,0.001617816340255941,0.010573811442171345,-2.5089712611984203e-06,0.03123411740959708,-4.756853368556957e-06,0.09999522769741902,0.07210096178655918,0.09999695974405193,-4.1580167231075576e-06,-1.5322058668141833e-06,-2.973278126606052e-06,-6.209716905880235e-07,-1.6979832274547982e-06,-1.0360703645469302e-06,-2.274288749268336e-06,-2.5170391678236558e-06,0.09999699637009458,-1.5804893634404101e-06,-6.35510981928129e-06,0.038595906596942633,-2.364426203399503e-06,-7.699392699993971e-06,-4.577607002803471e-06,0.09999780965908153,-3.6144912244257207e-06,-1.688260615077127e-06,-3.899168940499269e-06,1.02896100353678e-07,-5.094807487572843e-07,-8.722118431527555e-06
11,2020-12-30,AR1 + Baseline,-1.2496577290523152e-06,0.09999773625595647,-5.43161582095134e-07,-3.004206826217132e-06,-3.4201122233968303e-06,-2.83110376166101e-06,0.09999855687356066,-1.0880219402690363e-06,-1.471935149457116e-06,-1.519957553438176e-06,-1.7660503330370766e-06,-1.6169253560088458e-06,-1.542168541008719e-06,-1.1067541562325494e-06,-1.4613227592766765e-06,0.09999918314782788,0.09999517810200054,-2.088559250311012e-06,0.04195764878563903,0.004033320563301835,0.001614575343175903,0.01057138089546403,-3.015276415003167e-06,0.03123177326586641,-4.652753620493749e-06,0.09999851700376401,0.07209733615973794,0.09999723048866131,-3.6705856663601698e-06,-7.140607687322785e-07,-2.0334154107693584e-06,-1.3934403288097335e-06,-1.4496741954497346e-06,-1.3643783364575445e-06,-2.1598077503117725e-06,-2.011968492508125e-06,0.09999912216192315,-6.978381206634584e-07,-4.075470300861214e-06,0.03858863579787258,-2.0939259552105904e-06,-4.84503020480963e-06,-3.629110754720753e-06,0.09999773779159804,-3.1575070898792046e-06,-1.3568970672294734e-06,-3.6431474633437753e-06,-8.010529809882626e-07,-8.926166961001453e-07,-5.5455956724091324e-06
11,2020-12-31,AR1 + Baseline,1.83257480991974e-07,0.09999897809195421,1.725115343827251e-07,-9.422370267007397e-07,-1.0312763903229179e-06,-3.100687461786072e-07,0.09999979023473338,-5.719649432592944e-08,2.1995059773336123e-08,1.4461629914997169e-07,6.278858095076176e-10,-1.9891856076465312e-07,3.867497681230286e-08,-1.7612084992041504e-07,3.242656426367525e-08,0.10000020516530451,0.09999558331986608,1.5771562323949177e-08,0.03561596108316244,0.004035168363656589,3.2559039191138463e-06,-3.310734155878851e-06,-7.71457694368316e-07,0.026135269189277485,-1.8995357893638592e-06,0.09999933912827,0.07210086857057965,0.09999914791441467,-1.5478198389749622e-06,-1.23414863676263e-07,-8.371910431131048e-07,3.792059582815906e-07,-9.691140518542842e-08,2.2851104406518718e-07,-2.5593229459307e-07,-3.583629304537531e-07,0.10000004210032352,-8.514132914010436e-08,-1.4399529745082457e-06,0.062136152914286834,-5.258004739089026e-07,-1.7621351190762292e-06,-1.2129852549528567e-06,0.10000016638698274,-9.311032314594604e-07,-2.8690716104532314e-07,-1.3198261585190663e-06,4.453373782561445e-07,-1.1556612759607015e-08,-2.1138359021977335e-06
11,2021-01-04,AR1 + Baseline,5.83733077465845e-08,0.09999899942159739,0.011870731376661088,-3.8134073720694267e-07,-4.483320247098283e-07,-1.1462975844868825e-07,0.09999979071362267,5.601341826169048e-09,-1.5229941019272839e-09,5.409966181294142e-08,3.5984331152735495e-08,-4.955441057856277e-08,3.8835518712616365e-08,-1.2501447248056018e-08,3.103599441290804e-08,0.10000001746867367,0.09999562060857753,3.526349749491966e-08,0.02373462316922354,0.004035201584234425,1.7882393053039616e-06,-1.279271582969638e-06,-3.315078711709019e-07,0.026135293664825324,-1.0327673771590804e-06,0.09999969711963956,0.07210084973838934,0.09999956076024238,-7.569537151343246e-07,1.9265774726599248e-08,-2.331420613053503e-07,1.500360741339388e-07,8.730405575004215e-09,7.038021283028802e-08,-6.712107066192712e-08,-9.265109435576522e-08,0.09999997545177701,1.9540529952490986e-08,-5.550827763114559e-07,0.06213587656468557,-1.7748702043483582e-07,-7.050370678783766e-07,-5.425423761142846e-07,0.10000004459379909,-3.7507528077793515e-07,-4.786269330407515e-08,-5.966481737522431e-07,1.1678971447588909e-07,1.8912727625488827e-08,-9.33024287092828e-07
11,2021-01-05,AR1 + Baseline,-1.6549235206367312e-07,0.09999917326640212,0.0050322880965628656,-2.0942519580034177e-07,-8.573434104134221e-07,-2.3485006069078472e-07,0.1000000559372027,-6.712954451168747e-08,-1.5631030766597672e-07,-1.280920373415963e-07,-1.2916366880271414e-07,-6.800066932361357e-08,-9.719331894231013e-08,-1.6070917302046965e-08,-4.4167301342403217e-08,0.10000007370371665,0.09999594148912422,-1.4689858145249425e-07,0.02373491390498247,0.004035253586097905,9.949013550034819e-07,-5.453820042136778e-07,-6.486625467619443e-07,0.02613554182830786,-6.929512597777167e-07,0.10000001829291456,0.07210076214712699,0.09999978473216356,-4.0584189613959255e-07,-4.664885566025983e-08,-3.2825165755510846e-07,-1.3723481685320908e-07,-6.337911575249647e-08,-1.4398782572358272e-07,-1.0439502992286494e-07,-1.6461429212045556e-09,0.10000014675257488,-2.318254191838657e-08,-1.0341881579711712e-06,0.06897755394681666,-1.3397008145630483e-07,-1.3915350087083765e-06,-2.811413184287715e-07,0.09999995135857247,-6.970416025819606e-07,-8.363091127093802e-08,-1.272446439050566e-06,-1.3228431132626e-07,-1.2230721170783124e-07,-1.8451362234675083e-06
