strategy,final_equity_gross,final_equity_net,cum_return_gross,cum_return_net,sharpe_gross,sharpe_net,max_drawdown_gross,max_drawdown_net,avg_turnover,max_turnover,avg_max_weight,avg_cost_coeff,avg_realised_tc
enhanced,2.927525915693401,2.708962200418276,1.9275259156934006,1.7089622004182758,1.108685223697817,1.036664574522986,-0.2954306407754105,-0.31098955642360726,0.03667296413812203,0.050439953517179136,0.09983923637252723,0.001999999999999968,7.623760157547354e-05
simple,2.724608817352028,2.1643698323700504,1.724608817352028,1.1643698323700504,1.0399736623474194,0.8240104857593431,-0.3006920158873947,-0.3412913060577519,0.0957643460454548,0.8237073598635676,0.09999784409398353,0.001999999999999968,0.00022825966147927202
