date,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover,trading_cost_paid,cost_coeff
2020-03-23,enhanced,0.9818772595507717,0.9818772595507717,-0.0181227404492282,-0.0181227404492282,0.05000242239866554,0.0,0.008841092155902324
2020-03-23,simple,0.996459222959848,0.996459222959848,-0.0035407770401519596,-0.0035407770401519596,0.7194291568769404,0.0,0.008841092155902324
2020-03-24,enhanced,1.08721288334819,1.0867788522702673,0.10731424429660699,0.10687216693074336,0.050008943253139045,0.00044207736586357194,0.012162613149603508
2020-03-24,simple,1.1069036517186779,1.1006103444833755,0.11077349632808366,0.10443785721626958,0.12282097779200811,0.006335639111814037,0.012162613149603508
2020-03-25,enhanced,1.1161281655551456,1.115021370001834,0.02655594379939624,0.025947698497306302,0.05000543205815469,0.0006082453020899,0.011168602316845475
2020-03-25,simple,1.1288116228401834,1.1207519522648992,0.019779850542331806,0.018282407667456466,0.5036160277961197,0.0014974428748752938,0.011168602316845475
2020-03-26,enhanced,1.174429111900937,1.1726416599096867,0.052254734113320864,0.05169624312336173,0.05000676619715731,0.000558490989959064,0.011061426044511475
2020-03-26,simple,1.1692957572015779,1.1546811992751669,0.03598941761243461,0.030393771948274816,0.42432252549731964,0.005595645664159752,0.011061426044511475
2020-03-27,enhanced,1.1259710769541698,1.1236082909744785,-0.041196621110775704,-0.04174976674994627,0.05000769489019489,0.000553145639170528,0.010412477609063475
2020-03-27,simple,1.109045180850358,1.089727533879547,-0.05124597690698449,-0.05595289480524297,0.6187914164814903,0.004706917898258432,0.010412477609063475
2020-03-30,enhanced,1.1418913020794081,1.1389094163687483,0.014154550457067237,0.01363384541086224,0.05000722691368156,0.0005207050462049359,0.009645439563191036
2020-03-30,simple,1.1182710163797456,1.0918123890956355,0.008231109054871132,0.001825201393990652,0.2983445289106255,0.006405907660880433,0.009645439563191036
2020-03-31,enhanced,1.1362633102629696,1.1327467109703617,-0.0049675835462982335,-0.005449925325365388,0.05001081767991846,0.00048234177906712,0.00890012148721358
2020-03-31,simple,1.106948064257113,1.0776155921000994,-0.010086096996749417,-0.012966619451902533,0.31606792467992956,0.002880522455153076,0.00890012148721358
2020-04-01,enhanced,1.0620848681263124,1.0582932272173977,-0.06524669031552718,-0.06569179183719344,0.05001265653280476,0.000445101521666224,0.00906269639137298
2020-04-01,simple,1.0281250959821333,0.9978102987236713,-0.0713065289888404,-0.07415039765441743,0.5920590887858423,0.00284386866557698,0.00906269639137298
