seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
12,False,0.09999791138790953,0.09693970614909685,False,0.09990907587671187,0.0373078011813829
