seed,strategy,final_equity_gross,final_equity_net,cum_return_gross,cum_return_net,sharpe_gross,sharpe_net,max_drawdown_gross,max_drawdown_net,avg_turnover,max_turnover,avg_max_weight,has_nan_weights,avg_cost_coeff,avg_realised_tc
22,simple,2.6810498882896794,2.1329224787830072,1.6810498882896794,1.1329224787830072,1.0790373600438585,0.8601105763129977,-0.2926021724044492,-0.35814982300678955,0.09624488997077911,0.9800956597276174,0.09999771660112103,False,0.0019999999999999996,0.00022392423201864536
22,enhanced,2.9862274215738918,2.7792094692041363,1.9862274215738918,1.7792094692041363,1.1854881382015963,1.1163413532891102,-0.3078232931499466,-0.3270731826110591,0.03419412574004656,0.05020839767641683,0.09960194747280297,False,0.0019999999999999996,7.026570967621942e-05
