seed,date,strategy,cost_coeff
22,2020-03-20,simple,0.007895990564738418
22,2020-03-23,simple,0.00838654207219421
22,2020-03-24,simple,0.011666095310957693
22,2020-03-25,simple,0.01115140588891084
22,2020-03-26,simple,0.011510837806893359
22,2020-03-27,simple,0.010567726289020335
22,2020-03-30,simple,0.009889579208683458
22,2020-03-31,simple,0.009187056636325651
22,2020-04-01,simple,0.00927282605646911
22,2020-04-02,simple,0.008577421854657444
22,2020-04-03,simple,0.008184008950673914
22,2020-04-06,simple,0.00857259860662839
22,2020-04-07,simple,0.008342599571828889
22,2020-04-08,simple,0.008322605177872465
22,2020-04-09,simple,0.008245424157586787
22,2020-04-13,simple,0.008101339449396686
22,2020-04-14,simple,0.007912365714699447
22,2020-04-15,simple,0.007873336780400773
22,2020-04-16,simple,0.007603137601189024
22,2020-04-17,simple,0.007603355737934146
22,2020-04-20,simple,0.007407139311191008
22,2020-04-21,simple,0.007339313089914235
22,2020-04-22,simple,0.007054589890633858
22,2020-04-23,simple,0.0062872009502753165
22,2020-04-24,simple,0.0059903638375205966
22,2020-04-27,simple,0.005679943200766411
22,2020-04-28,simple,0.005574545112091468
22,2020-04-29,simple,0.005715696683402632
22,2020-04-30,simple,0.0057621940215833445
22,2020-05-01,simple,0.005577572273313187
22,2020-05-04,simple,0.00555089904076706
22,2020-05-05,simple,0.005543612934566746
22,2020-05-06,simple,0.0051345004548707
22,2020-05-07,simple,0.004979393928573665
22,2020-05-08,simple,0.004879884799859514
22,2020-05-11,simple,0.004683179948581628
22,2020-05-12,simple,0.004644500420419364
22,2020-05-13,simple,0.004749801127674876
22,2020-05-14,simple,0.004534439421320318
22,2020-05-15,simple,0.004530100084126358
22,2020-05-18,simple,0.004638652753792309
22,2020-05-19,simple,0.004645742986186064
22,2020-05-20,simple,0.004510804769396568
22,2020-05-21,simple,0.004427280527854825
22,2020-05-22,simple,0.004384961028956634
22,2020-05-26,simple,0.004511809522589792
22,2020-05-27,simple,0.004596436008959049
22,2020-05-28,simple,0.004576947824430787
22,2020-05-29,simple,0.004271762409314022
22,2020-06-01,simple,0.004096484975485496
22,2020-06-02,simple,0.003885849773119398
22,2020-06-03,simple,0.00401340510325624
22,2020-06-04,simple,0.003978031471810198
22,2020-06-05,simple,0.004023950285104118
22,2020-06-08,simple,0.004067320327379008
22,2020-06-09,simple,0.003879250955636481
22,2020-06-10,simple,0.003943758771557304
22,2020-06-11,simple,0.0042615224343853205
22,2020-06-12,simple,0.004067063642587134
22,2020-06-15,simple,0.004042885842477434
22,2020-06-16,simple,0.004071057334833252
22,2020-06-17,simple,0.0037321004913900896
22,2020-06-18,simple,0.0035926355941235367
22,2020-06-19,simple,0.0034789413550896002
22,2020-06-22,simple,0.0034879036100008295
22,2020-06-23,simple,0.003471467952666851
22,2020-06-24,simple,0.0034169135448323634
22,2020-06-25,simple,0.0031282585420823166
22,2020-06-26,simple,0.0031246208247973513
22,2020-06-29,simple,0.0032656017331353765
22,2020-06-30,simple,0.003259793871850315
22,2020-07-01,simple,0.0033189516201469356
22,2020-07-02,simple,0.003130937542560175
22,2020-07-06,simple,0.003016483085684663
22,2020-07-07,simple,0.0029231658365730427
22,2020-07-08,simple,0.00282013211678699
22,2020-07-09,simple,0.0028264331784997243
22,2020-07-10,simple,0.0027479637313050456
22,2020-07-13,simple,0.0022922915182262828
22,2020-07-14,simple,0.0022258731991964763
22,2020-07-15,simple,0.0023434693392012573
22,2020-07-16,simple,0.002222302304218809
22,2020-07-17,simple,0.0021596621359438435
22,2020-07-20,simple,0.0021945434547656646
22,2020-07-21,simple,0.002304550136489825
22,2020-07-22,simple,0.002313175015377923
22,2020-07-23,simple,0.002343087233751585
22,2020-07-24,simple,0.0021940668183076744
22,2020-07-27,simple,0.0021882840827926833
22,2020-07-28,simple,0.0020978989654035205
22,2020-07-29,simple,0.0019843832440759033
22,2020-07-30,simple,0.002051147464041539
22,2020-07-31,simple,0.001981048978056048
22,2020-08-03,simple,0.002076610936448204
22,2020-08-04,simple,0.002075983183015035
22,2020-08-05,simple,0.00206614929541432
22,2020-08-06,simple,0.0022003756407687237
22,2020-08-07,simple,0.002223662940251187
22,2020-08-10,simple,0.0021794997545742946
22,2020-08-11,simple,0.0021525442513964477
22,2020-08-12,simple,0.002181679946094216
22,2020-08-13,simple,0.002002340793044386
22,2020-08-14,simple,0.0019844422634414717
22,2020-08-17,simple,0.001966459646718138
22,2020-08-18,simple,0.001955501237821135
22,2020-08-19,simple,0.001790645945300955
22,2020-08-20,simple,0.0017585279412389988
22,2020-08-21,simple,0.001705566171697051
22,2020-08-24,simple,0.0017294789548151699
22,2020-08-25,simple,0.0016516308186323148
22,2020-08-26,simple,0.0016779978027257312
22,2020-08-27,simple,0.0015592324885712982
22,2020-08-28,simple,0.0014581451675618395
22,2020-08-31,simple,0.0014558225044738365
22,2020-09-01,simple,0.0014352425123050413
22,2020-09-02,simple,0.001454051751065642
22,2020-09-03,simple,0.0015451270095853014
22,2020-09-04,simple,0.0014080465738173828
22,2020-09-08,simple,0.0014608545706753767
22,2020-09-09,simple,0.001454608478119626
22,2020-09-10,simple,0.0014667108250471176
22,2020-09-11,simple,0.0013759269136185063
22,2020-09-14,simple,0.0015219463844197163
22,2020-09-15,simple,0.0015678669103769516
22,2020-09-16,simple,0.0015984815149000684
22,2020-09-17,simple,0.0016040322783431864
22,2020-09-18,simple,0.0016800893735491008
