seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
9,False,0.09999811855224318,0.1030765259326388,False,0.09983167087090193,0.03844668179287684
