seed,date,strategy,NASDAQ:MORN,NASDAQ:PLAB,NYSE:USPH,NASDAQ:HWC,NYSE:RRX,NYSE:ORCL,NYSE:JPM,NASDAQ:CSTL,NASDAQ:PBYI,NYSE:SBOW,NYSE:USM,NASDAQ:VSEC,NASDAQ:ADBE,NASDAQ:WERN,NYSE:VOYA,NASDAQ:SFIX,NASDAQ:MDB,NYSE:PGR,NYSE:NFG,NYSE:MFC,NYSE:MDU,NYSE:MS,NYSE:ALK,NYSE:HP,NYSE:BBW,NYSE:WLK,NASDAQ:KIDS,NASDAQ:FHB,NYSE:IQV,NYSE:SD,NYSE:LXU,NASDAQ:MNRO,NYSE:SCL,NASDAQ:GO,NASDAQ:HEES,NASDAQ:MERC,NYSE:SMG,NYSE:LII,NASDAQ:UCTT,NASDAQ:RVNC,NYSE:WGO,NYSE:QTWO,NASDAQ:RPD,NASDAQ:HOPE,NYSE:JEF,NASDAQ:RYTM,NYSE:FDX,NYSE:IEX,NYSE:MO,NYSE:TRI
10,2022-04-12,Simple + Baseline,-9.422136624334036e-07,-1.406744716702839e-07,1.7412005410867894e-07,-9.220264609784661e-08,-2.1305609648704465e-10,8.056172486929955e-08,3.96586724126362e-07,-2.52498423656644e-08,7.698519710845163e-08,0.10000005002764246,2.8115707391152247e-07,1.2430304563495567e-07,-9.079170098898741e-07,3.921559113422369e-07,-1.0647404213340847e-07,-4.1057959866460566e-09,2.3997354772164073e-07,0.10000017734805536,7.343363073511496e-07,-3.753127954589819e-07,3.3132137166610695e-07,3.206816688092579e-07,-2.5665584586120247e-07,0.09999997260033378,5.509150188998943e-08,-5.169628198777688e-07,-1.554043388840306e-07,1.2049426874608543e-07,-5.52581252194569e-07,0.10000006480715343,0.10000003557354746,1.6589770389233468e-07,1.7649185607197305e-07,0.09999999052326393,-9.934347115913099e-08,0.09999927589765437,2.0730896837540533e-07,1.0269916524242263e-07,-7.941929681790025e-08,0.10000006521280921,1.613870887815892e-07,-1.9775977976900915e-07,0.10000036461970943,2.0694512468528767e-07,2.183189546555664e-07,4.6986753547357614e-08,2.7159469124793987e-07,-8.826476644886313e-08,0.09999991733622993,-2.6370075815696347e-07
10,2022-04-13,Simple + Baseline,-6.927995968907249e-07,-1.915616411085513e-08,0.03042459951931158,-6.92290853611941e-08,-6.151894067240889e-08,-9.648206721059402e-08,1.3171896377044385e-07,3.4621679045072e-08,0.021674280951821376,0.10000002370427254,2.720489052151931e-08,5.742269387524785e-08,-5.635963770428083e-07,8.697250670425215e-08,-1.4021319493120248e-07,3.1541094619370186e-08,0.04790190108374926,2.2909425111343505e-06,2.826243042924486e-07,-3.3019607430145784e-07,3.750570101265359e-08,1.1126269659569466e-07,-1.199718117407511e-07,0.09999997105629697,3.0422605105678025e-08,-3.535966876780565e-07,-1.2626206973749802e-07,4.680386352862259e-09,-4.689858351624631e-07,0.10000003432936189,0.10000008350446737,2.840664912943688e-08,-1.505226682701879e-08,0.09999986772762565,-7.864590071457615e-09,0.0999995246533556,6.5897565105463e-08,-6.921442393711621e-08,6.558362457693375e-08,0.09999997207812081,1.0354540205933633e-07,-7.825498052689861e-08,0.10000014580118745,5.008198700032882e-08,6.069145396516314e-08,1.5175243996146143e-08,7.630575299859431e-08,-2.0956508635417344e-07,0.09999975090538693,-3.233617717253622e-07
10,2022-04-14,Simple + Baseline,-7.01769688225815e-07,-8.698753728111115e-08,0.08213203306801545,-3.2255760321203107e-07,-2.7982878975771146e-07,-3.6579261796075857e-07,-2.732151305202186e-07,1.7230176653110162e-07,8.328657403376538e-08,0.09999964892741568,-2.6042657661764364e-07,3.6676081948234246e-08,-2.722766595769705e-07,-2.693001034193963e-07,-4.6540704197887606e-07,2.033786330929856e-07,0.017878645254409763,9.300908464237311e-07,-2.0718994001010885e-07,-6.23980522572354e-07,-2.669925112528311e-07,-2.478059543215525e-07,-3.2432267602699134e-07,0.09999960299485738,-1.1039845964629944e-07,-7.357374343086336e-07,1.3183141650513227e-07,-3.7436200560929626e-07,-5.534431454572457e-07,0.09999965705306471,0.09999976564096771,-3.993371440790121e-08,-1.9017568870966416e-07,0.09999964266556757,-3.295800412443289e-07,0.0999993079158512,-6.973460549313323e-08,-3.29765633100119e-07,1.4045426757352057e-07,0.09999992033904552,-6.292039875244347e-08,7.974170692544049e-08,0.10000002644720359,-3.9880783528086225e-07,-2.1530407129302345e-07,6.549178800513892e-08,-2.7337247627525e-07,-3.9880024688494375e-07,0.09999946379738492,-5.024596839423824e-07
10,2022-04-18,Simple + Baseline,-3.1423458221416707e-07,-1.971479125250891e-08,0.02079240530275493,-2.5125039612053126e-09,-4.0148704897360193e-08,-9.352696380544864e-08,1.783647790896468e-08,2.903733245611489e-08,7.230669232547688e-08,0.09999986420108084,-3.716038331647405e-08,6.479747294572997e-08,-1.2514059453813417e-07,-5.369194916634868e-08,-8.906733065429426e-08,5.08637375619319e-08,5.0874941803977047e-08,6.729576122172913e-07,0.1000060441145669,-2.0970586816970306e-07,-2.6982198987550006e-08,1.692256710020308e-08,-2.834371953206008e-09,0.09999990746694089,4.8576697790568836e-08,0.0792066618808543,-9.705670192259507e-08,-2.856751626448277e-08,-2.437305914932461e-07,0.09999987997035584,0.09999994978009881,6.585889095019234e-08,7.93038479241142e-09,0.09999992906410604,-7.350882811082568e-08,0.09999974146407102,4.9071492314844576e-08,-7.91929758368416e-08,4.106239048741453e-08,0.09999999987306331,8.005886609768576e-08,-1.8403566592758833e-08,0.09999980084057401,-2.3437017890065962e-08,9.106929089951459e-08,2.35393710501212e-08,-1.7155876413935785e-08,-1.2629600111952245e-07,-3.6328309862896524e-06,-2.1342551470726143e-07
10,2022-04-19,Simple + Baseline,-1.6300491845366507e-07,2.406982926680159e-09,5.8790389660995085e-08,1.1923624481064174e-08,-4.268073949341855e-09,-2.7006567412994388e-08,2.729302992340736e-08,1.0386856734841901e-08,2.256967585228744e-06,0.09999997815791596,3.6568901647629552e-09,2.9324979149687232e-08,-4.7136152687601244e-08,-5.677505767704947e-09,-2.5747840719939292e-08,1.5504951600573577e-08,2.5009876833351536e-08,8.633468137531448e-08,0.10000012507697557,-1.1327827477373636e-07,1.6651136869127267e-08,3.6980262835734324e-08,1.7091174913453327e-08,0.09999998286078757,1.786914168286473e-08,0.10000007117493026,-2.4057425347158007e-08,4.2117265390151536e-09,-1.2300825403046995e-07,0.09999998263103527,0.10000000225305453,4.3527170451165215e-08,1.3427496325535189e-08,0.09999999282391293,-1.9844833369316886e-08,0.09999988784129177,3.680700574042151e-08,-2.227973001578082e-08,1.75277391453298e-08,0.10000000864842751,3.162468228190245e-08,5.658081658067681e-09,0.09999991650801213,1.521646305449808e-08,6.929711158034405e-08,1.3135640838624582e-08,8.618198619939467e-09,-5.781483142194985e-08,-2.088132280621458e-06,-1.0268894087757535e-07
10,2022-04-20,Simple + Baseline,-2.3030561445367588e-07,-6.986767292848894e-08,-9.273239482060822e-08,-3.5870379165909086e-08,-9.247711153336727e-08,-1.8063855487095996e-07,-7.89918759307968e-09,-1.4386103496426853e-08,7.748109605850508e-06,0.09999990399990985,-1.9867314637784188e-07,2.2200993563875284e-09,-1.5097859754546424e-07,-1.9661521001788164e-07,-3.2269273598191967e-07,1.1653156632028298e-08,-5.7067048652247225e-08,-4.432902862764348e-07,0.09999989205345527,-1.9349767045180525e-07,-1.333269914807571e-07,-2.255357047834852e-07,-1.2182996905123035e-07,0.09999985131980471,-4.147382960423824e-08,0.09999958353978153,-6.134301042033545e-08,-9.557176274341185e-08,-3.278696021395495e-07,0.09999992051734136,0.09999992940880251,-1.4475769945227759e-08,-9.34491417237248e-08,0.09999976280218592,-7.78485852897531e-08,0.09999963879817272,2.016569066589097e-08,-1.2455717782897288e-07,5.875544679230465e-09,0.09999994785443495,-5.7525342086254255e-08,-5.8260980532732566e-08,0.09999979730927705,-1.744700025374147e-07,-2.9077477918014054e-07,-3.368230105390722e-08,-1.0957408282516464e-07,-7.291982495134109e-08,-1.3482757146908541e-06,-2.639143306111503e-07
10,2022-04-21,Simple + Baseline,-9.310793015627622e-07,-4.481902338826276e-07,1.0016803766306177e-07,4.6934104718373837e-07,1.2583321349425504e-07,8.399599287867744e-08,5.350375661320409e-07,-6.595299596534551e-07,1.6938334802621892e-06,0.10000002896309795,3.779313993279526e-07,-1.0937334786786576e-07,-9.637917720967839e-07,2.820651106289425e-07,1.0948233871511796e-07,-3.888959573527568e-07,-7.134954410619645e-07,4.482579269052028e-07,0.10000061926342564,3.6793669651881136e-07,5.581291652497018e-07,1.537886789246652e-07,1.0107885077559075e-07,0.10000019907534782,-3.6718513310329055e-08,0.10000031687781534,-1.2062716354347582e-06,4.858230751558723e-07,-3.429219259528457e-07,0.10000010254709783,0.09999994656813187,3.5725752186193863e-07,4.4742411777036447e-07,0.09999973628868472,2.9534510574802066e-07,0.0999999244460189,-4.198521015963119e-08,1.0919310867233088e-07,4.584323091911068e-08,0.0999995845707621,7.294070620188866e-08,-1.5593300152893403e-06,0.09999950167969433,8.436888316811133e-07,1.6882973449841697e-07,-2.0397230634213436e-07,1.64103827327445e-07,1.1748321414643888e-07,-6.625443887244643e-07,-2.0979709715792656e-07
10,2022-04-22,Simple + Baseline,-5.531425237450113e-07,-1.661530068688433e-07,3.2394824585945606e-08,5.732880524377492e-08,1.0159651351898491e-07,8.425511325733092e-08,6.336951952503204e-08,-1.609701600719991e-07,1.815537103294988e-06,0.09999998461232942,4.662131983996168e-08,-1.206015876594952e-08,-5.095644091185839e-07,1.0296802824000053e-07,8.480864948465728e-08,-7.635254960204394e-08,-1.9010203802351525e-07,8.92246688815263e-08,0.10000022540659191,1.6238244249011753e-07,4.834531581353195e-08,1.1608472115064563e-07,2.797584930980865e-08,0.09999996956386274,9.590362294962137e-09,0.10000001497529504,-5.010726194829048e-07,1.0544592127337559e-07,-1.4484122833174728e-07,0.09999999480534372,0.09999997624673532,1.0551713655449751e-07,9.9907017550867e-08,0.09999986606535902,7.051603471286981e-08,0.09999994596422503,4.3723123555713405e-08,9.647097358253488e-08,5.785892773707565e-08,0.09999988174939725,3.822653833401949e-08,-6.486634939417285e-07,0.09999976964212604,5.409422697576817e-08,9.465787198951778e-08,-5.335813410766849e-08,1.248555485248247e-07,8.571913534569385e-08,-3.7966139823512606e-07,-5.336738270998137e-08
10,2022-04-25,Simple + Baseline,-8.211768002708693e-07,-2.2334371754594153e-07,-4.783959928187017e-07,-2.6199704325623796e-07,-2.1645994843625804e-07,-4.1477588257341897e-07,-2.431872543364547e-07,9.170046343375564e-08,0.03411676947557394,0.09999966926799168,-4.711504415584984e-07,-1.4888853943143515e-07,-4.3821811300992776e-07,-3.5812883756164394e-07,-3.662753947254411e-07,1.0255034385615989e-07,-1.9298501828437616e-07,-5.619676232204314e-07,0.06589978958889538,-3.6197595346792715e-07,-3.9807742208766303e-07,-1.0998486138507723e-07,-3.845601008063735e-07,0.09999947519910547,-1.2720939504713822e-07,0.09999927046704796,-5.207542580296225e-07,-2.474905889223125e-07,-4.923220800118479e-07,0.09999966056118927,0.09999968486352685,-2.5078325197892086e-07,-2.9065959526525916e-07,0.0999992624310601,-7.041951907405008e-08,0.09999905293988332,8.447112871070977e-08,-2.671962831102531e-07,1.170633673445032e-07,0.09999971804105953,-1.5469151703990334e-07,-4.229431121079735e-07,0.09999934799851062,-3.0988336943573965e-07,-2.934260700884097e-07,-2.0059458122549716e-07,-1.5980011635008897e-07,-3.5060160832846465e-07,-9.351792624379718e-07,-5.428632619509579e-07
10,2022-04-26,Simple + Baseline,-4.769037828561675e-07,-1.1769506413688316e-07,-2.4279037083160613e-07,-3.382978611245601e-07,-1.330226199618207e-07,-1.4664191474344392e-07,-1.5522879254911844e-07,1.5851125240182483e-07,0.03622543696937247,0.09999982124059202,-2.2300405800949402e-07,-8.66977446090917e-08,-4.020168489623177e-08,-1.473060537390544e-07,-3.20880395169925e-07,8.73691923662279e-08,2.5883569835926728e-08,-2.4528580708488274e-07,0.09999989638428496,-2.3571494157170824e-07,-1.9833548826429702e-07,-6.819769531266068e-08,-3.066758660510223e-07,0.09999960011288879,-7.452583430327064e-08,0.0999993156019546,-1.6880037276611052e-07,-2.8444538538452953e-07,-1.524362056293601e-07,0.09999975900282627,0.09999974692188603,-2.0013228715944722e-07,-1.6667196047173715e-07,0.09999965855183335,-1.9419043291026806e-07,0.09999928755325113,1.6064218032173968e-07,-9.90537552429398e-08,-2.820440532185892e-08,0.0999999251877299,-1.1615841226396514e-07,-3.537585429329137e-08,0.05949026133106664,-3.0516759040620367e-07,-2.22585824734628e-07,-2.5791878953217002e-08,-3.1351767617514405e-08,-1.4428703565700997e-07,0.004292798996192354,-2.104604837519349e-07
10,2022-04-27,Simple + Baseline,-2.2245263590585074e-07,-3.082188566196243e-08,-7.112301943686788e-08,-1.5860731175789867e-07,-3.740994242705827e-08,-3.16349239551531e-08,-4.474568171448408e-08,4.9408341421773254e-08,5.627572752841496e-08,0.09999997432751939,-7.190561478453058e-08,-2.1180495914857705e-08,1.3990121068528632e-08,-3.546018543884387e-08,-1.4240033572336696e-07,2.5311275256236796e-08,1.993936847921399e-08,-9.210662586563232e-08,0.10000001302329778,-8.223804210672441e-08,-6.161187934227068e-08,-8.625087719654026e-09,-1.1521390063468822e-07,0.09999987769798131,-3.3131704945684118e-09,0.09999966463616679,-2.9289715697398868e-08,-1.3054112668177154e-07,-2.9153724389244133e-08,0.09999995368524171,0.09999996792975019,-6.965810161350052e-08,-4.4477005786869435e-08,0.09999989568317341,-6.993339849983276e-08,0.09999966328815699,1.0880338441123613e-07,-2.7715836934381373e-08,-2.0632150278858895e-09,0.10000001307448979,-2.7700811955585047e-08,7.785561521512157e-09,2.551120785254098e-06,-1.3858644004602386e-07,-8.684430947788449e-08,1.5709016052506167e-08,2.2266945709630173e-08,-2.9622274394315625e-08,0.10000007299717875,-5.147276318848542e-08
10,2022-04-28,Simple + Baseline,-1.2562232996297083e-07,-1.2070628545175978e-08,2.1094922769040414e-09,-8.781046237436304e-08,-2.1391208580780094e-08,-1.5462066360954032e-08,-2.463423890309329e-08,1.0856830325790219e-08,1.5420750917461506e-08,0.09999999685267298,-3.7346721413078993e-08,-9.598128113945556e-09,1.5413053465357556e-08,-1.5796923927566363e-08,-7.999917045462452e-08,3.7151644479647647e-09,6.958836034960473e-09,-4.6355322999214874e-08,0.10000001400062491,-4.4904333365485915e-08,-3.646258522079402e-08,-3.070794657467482e-09,-5.561036738320313e-08,0.09999995819746207,9.940119443653102e-10,0.09999981801235815,-1.10432923459541e-08,-7.454314584852859e-08,-1.4631820610432543e-08,0.09999999062572919,0.09999999709406643,-3.635562222243713e-08,-2.1429427475367016e-08,0.09999995802403706,-2.91737879103886e-08,0.0999998208836888,5.328640169064556e-08,-1.5800502169507195e-08,-5.258573118865681e-09,0.10000000526758243,-1.3587455800209256e-08,2.6511934593772653e-09,1.32446908205687e-06,-7.899264547726611e-08,-4.7785745814131696e-08,4.0759479443269765e-09,1.012788792187697e-08,-1.4302348542352764e-08,0.0999999952028293,-2.5283999363475178e-08
