seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
15,False,0.09999801321396873,0.10735867855857131,False,0.09990909471794333,0.03908826498423389
