seed,asset
17,NASDAQ:SLM
17,NASDAQ:IDXX
17,NYSE:IDA
17,NASDAQ:INDB
17,NASDAQ:SPSC
17,NYSE:SFBS
17,NYSE:JOE
17,NASDAQ:WSBC
17,NASDAQ:FTDR
17,NASDAQ:BBSI
17,NYSE:IEX
17,NYSE:SLCA
17,NYSE:PNR
17,NASDAQ:ZBRA
17,NASDAQ:ITRI
17,NYSE:FHN
17,NYSE:AMCR
17,NYSE:ENR
17,NYSE:SEM
17,NASDAQ:HEES
17,NASDAQ:TILE
17,NASDAQ:SIGI
17,NYSE:VVV
17,NASDAQ:MDB
17,NYSE:RRC
17,NASDAQ:WDC
17,NYSE:FIX
17,NYSE:TRI
17,NASDAQ:EDIT
17,NASDAQ:ICHR
17,NYSE:DUK
17,NASDAQ:KHC
17,NASDAQ:BRP
17,NYSE:BHLB
17,NYSE:QSR
17,NASDAQ:OTEX
17,NASDAQ:QRVO
17,NASDAQ:LSTR
17,NASDAQ:GO
17,NASDAQ:HAS
17,NYSE:TPX
17,NASDAQ:AXON
17,NYSE:AON
17,NASDAQ:RGEN
17,NYSE:SCL
17,NASDAQ:MSFT
17,NASDAQ:PEP
17,NASDAQ:PLAB
17,NYSE:TDG
17,NYSE:DHI
17,NASDAQ:PCAR
17,NYSE:YETI
17,NYSE:VZ
17,NYSE:ORA
17,NASDAQ:CMCSA
17,NYSE:USM
17,NASDAQ:PNFP
17,NASDAQ:XP
17,NYSE:CVS
17,NASDAQ:MAT
17,NYSE:ES
17,NYSE:FIS
17,NYSE:ALL
17,NYSE:SMP
17,NYSE:PBI
17,NASDAQ:CYTK
17,NASDAQ:ZM
17,NASDAQ:QURE
17,NYSE:MFC
17,NASDAQ:ALGN
17,NYSE:MPC
17,NYSE:KR
17,NYSE:WTRG
17,NYSE:TWLO
17,NYSE:EW
17,NYSE:STZ
17,NASDAQ:PBYI
17,NYSE:KEY
17,NASDAQ:IRMD
17,NASDAQ:NMIH
17,NASDAQ:VSEC
17,NYSE:CMP
17,NYSE:ECL
17,NASDAQ:PRDO
17,NASDAQ:AEHR
17,NASDAQ:CTMX
17,NYSE:GKOS
17,NYSE:LPX
17,NASDAQ:RDWR
17,NASDAQ:CENX
17,NYSE:NPO
17,NASDAQ:ACIW
17,NYSE:BTU
17,NYSE:CNP
17,NASDAQ:TW
17,NASDAQ:LIVN
17,NASDAQ:SHYF
17,NASDAQ:RNST
17,NASDAQ:MNRO
17,NYSE:MRK
