seed,date,cost_coeff
15,2020-03-20,0.008941470050274104
15,2020-03-23,0.008426586272864979
15,2020-03-24,0.011197394735889429
15,2020-03-25,0.010590841197631241
15,2020-03-26,0.01056381771064316
15,2020-03-27,0.009927962654694242
15,2020-03-30,0.009241644656782878
15,2020-03-31,0.008588762928942503
15,2020-04-01,0.00859722664760882
15,2020-04-02,0.008219324497642334
15,2020-04-03,0.007925458848555608
15,2020-04-06,0.008248515109602832
15,2020-04-07,0.007796768602297213
15,2020-04-08,0.0077884737869592996
15,2020-04-09,0.007688909365184053
15,2020-04-13,0.007647168663991628
15,2020-04-14,0.0074467866963364455
15,2020-04-15,0.0073828501488659715
15,2020-04-16,0.007205659919108071
15,2020-04-17,0.007164371191378961
15,2020-04-20,0.0069613100599342295
15,2020-04-21,0.006858785400816336
15,2020-04-22,0.006652250928329903
15,2020-04-23,0.006016326122125689
15,2020-04-24,0.005708034787888557
15,2020-04-27,0.005516208682604551
15,2020-04-28,0.005373650155576441
15,2020-04-29,0.005556618604733541
15,2020-04-30,0.005580376979027734
15,2020-05-01,0.005415090710322865
15,2020-05-04,0.005301432118212511
15,2020-05-05,0.005211687999314788
15,2020-05-06,0.0048511795459258425
15,2020-05-07,0.004876782505844503
15,2020-05-08,0.004795315618467218
15,2020-05-11,0.004612490148493422
15,2020-05-12,0.00447469927805451
15,2020-05-13,0.004589350740700969
15,2020-05-14,0.0044755291808631584
15,2020-05-15,0.004371515980470799
15,2020-05-18,0.0045655226046157045
15,2020-05-19,0.004577829362799625
15,2020-05-20,0.004472234332970513
15,2020-05-21,0.004352061200925746
15,2020-05-22,0.00426288644449103
15,2020-05-26,0.004487412106316198
15,2020-05-27,0.004444697074957908
15,2020-05-28,0.004415072262352695
15,2020-05-29,0.004084037042357505
15,2020-06-01,0.003966077276990363
15,2020-06-02,0.0037967630777531775
15,2020-06-03,0.003917522445042681
15,2020-06-04,0.0039039646192330214
15,2020-06-05,0.004016593058053062
15,2020-06-08,0.004095803755343227
15,2020-06-09,0.003944363239524534
15,2020-06-10,0.004077124093747967
15,2020-06-11,0.004449791945648816
15,2020-06-12,0.004284479629435364
15,2020-06-15,0.0042065991510392255
15,2020-06-16,0.004211335576185891
15,2020-06-17,0.003810145697840678
15,2020-06-18,0.0036905701082603627
15,2020-06-19,0.003564923514445403
15,2020-06-22,0.0035692935111377093
15,2020-06-23,0.0035192528822907817
15,2020-06-24,0.0034420333566559432
15,2020-06-25,0.003309520246193674
15,2020-06-26,0.003345553423514648
15,2020-06-29,0.003446672708606097
15,2020-06-30,0.0034120415479469727
15,2020-07-01,0.00342834963239907
15,2020-07-02,0.003221333966113755
15,2020-07-06,0.0031598859421414797
15,2020-07-07,0.002982603085648032
15,2020-07-08,0.0028087156516732607
15,2020-07-09,0.0027990937685205947
15,2020-07-10,0.0027064553457588564
15,2020-07-13,0.002259459222026731
15,2020-07-14,0.0022134357720675845
15,2020-07-15,0.0023434655820715787
15,2020-07-16,0.0023047682976021565
15,2020-07-17,0.002243914911730523
15,2020-07-20,0.0022793654222651727
15,2020-07-21,0.002350178252633154
15,2020-07-22,0.002365896182052964
15,2020-07-23,0.002452184995766977
15,2020-07-24,0.0022484007959297225
15,2020-07-27,0.0022179405055142995
15,2020-07-28,0.0021215239950101365
15,2020-07-29,0.0020438239581617454
15,2020-07-30,0.0020842773138588554
15,2020-07-31,0.0020408090813779857
15,2020-08-03,0.0022668170988048094
15,2020-08-04,0.0022653030966774336
15,2020-08-05,0.0022623018301328743
15,2020-08-06,0.0022639477936436635
15,2020-08-07,0.00237763657829574
15,2020-08-10,0.0030326886949328174
15,2020-08-11,0.0030229456456085666
15,2020-08-12,0.003009569781014136
15,2020-08-13,0.002834233917853583
15,2020-08-14,0.002827434495580765
15,2020-08-17,0.0028423387757466694
15,2020-08-18,0.0028282659912068704
15,2020-08-19,0.0026611016566763404
15,2020-08-20,0.0026528115495303064
15,2020-08-21,0.0025819437870673195
15,2020-08-24,0.0026513840546061197
15,2020-08-25,0.0025794212463857527
15,2020-08-26,0.002585913062878683
15,2020-08-27,0.002499864835926986
15,2020-08-28,0.0024167978126519766
15,2020-08-31,0.0024399554686327296
15,2020-09-01,0.0022591749930049635
15,2020-09-02,0.002275027285309635
15,2020-09-03,0.002323834559066821
15,2020-09-04,0.0023468011925805027
15,2020-09-08,0.002269676794497106
15,2020-09-09,0.0015332900561983696
15,2020-09-10,0.0015226192823705144
15,2020-09-11,0.0014608476517055306
15,2020-09-14,0.0015323168847058938
15,2020-09-15,0.0016071927971721624
15,2020-09-16,0.001629381909137528
15,2020-09-17,0.001633050198768796
15,2020-09-18,0.0017135284878632628
15,2020-09-21,0.0018294669774249867
15,2020-09-22,0.001868033644151243
15,2020-09-23,0.0019261989973973694
15,2020-09-24,0.0019248748222448829
15,2020-09-25,0.0018880340724722942
15,2020-09-28,0.001982263893518308
15,2020-09-29,0.001992066869095264
15,2020-09-30,0.0019623936518610523
15,2020-10-01,0.0019613236301833426
15,2020-10-02,0.001941135470436465
15,2020-10-05,0.0019114926066207839
15,2020-10-06,0.0018641871750540299
15,2020-10-07,0.0018408380194867941
15,2020-10-08,0.0018295677783299689
15,2020-10-09,0.0017670020794051968
15,2020-10-12,0.0017788547177557982
15,2020-10-13,0.0017245427258492333
15,2020-10-14,0.0016693041369363387
15,2020-10-15,0.001631072267876685
15,2020-10-16,0.0015790449044251714
15,2020-10-19,0.0015420925899187919
15,2020-10-20,0.0014213239490464206
15,2020-10-21,0.001415003808461107
15,2020-10-22,0.0014146444578322691
15,2020-10-23,0.001461769369029757
15,2020-10-26,0.0015060550375187733
15,2020-10-27,0.0014653804090608488
15,2020-10-28,0.0016720095675647189
15,2020-10-29,0.0016573244669680167
15,2020-10-30,0.001709448602963005
15,2020-11-02,0.001795615027239844
15,2020-11-03,0.0017574180753394785
15,2020-11-04,0.0019798075328532525
15,2020-11-05,0.0020533113420640515
15,2020-11-06,0.002119050405752229
15,2020-11-09,0.002470046884161626
15,2020-11-10,0.0026185397467889063
15,2020-11-11,0.0026172495699115866
15,2020-11-12,0.0026539310949624515
15,2020-11-13,0.002752583333159796
15,2020-11-16,0.0028700410505670517
15,2020-11-17,0.0028612787264564394
15,2020-11-18,0.0028928147235298862
15,2020-11-19,0.002871223268108418
15,2020-11-20,0.002731641543444253
15,2020-11-23,0.002773420429249762
15,2020-11-24,0.0028328391015443664
15,2020-11-25,0.0027964591932150844
15,2020-11-27,0.0025494347869415438
15,2020-11-30,0.0026534538165596234
15,2020-12-01,0.0025944633168219194
15,2020-12-02,0.002498727869566146
15,2020-12-03,0.002427790016418811
15,2020-12-04,0.0023030895639778227
15,2020-12-07,0.0021157465795133747
15,2020-12-08,0.0020282550017437567
15,2020-12-09,0.0017163697323160942
15,2020-12-10,0.0016031151253574909
15,2020-12-11,0.0015439803774341182
15,2020-12-14,0.0015146347264359333
15,2020-12-15,0.0014529949986811768
15,2020-12-16,0.0013706848377922016
15,2020-12-17,0.0013783167635877374
15,2020-12-18,0.0013577202531700353
15,2020-12-21,0.001366230769977296
15,2020-12-22,0.0013616883093672582
15,2020-12-23,0.0013557421349738434
15,2020-12-24,0.0012094868391559262
15,2020-12-28,0.0012139333096781474
15,2020-12-29,0.0012537546271921389
15,2020-12-30,0.0011407618302888408
15,2020-12-31,0.0010840566141683127
15,2021-01-04,0.0011430133384150616
15,2021-01-05,0.0011907093028575236
15,2021-01-06,0.0013394912754744186
15,2021-01-07,0.0014309539764658804
15,2021-01-08,0.0014511752884324625
15,2021-01-11,0.001451429518951216
15,2021-01-12,0.0014936671490027172
15,2021-01-13,0.0015702725004721097
15,2021-01-14,0.0016385074798061306
15,2021-01-15,0.0016402749916454608
15,2021-01-19,0.0017039598788698362
15,2021-01-20,0.0017209498466755156
15,2021-01-21,0.0017358845708708994
15,2021-01-22,0.0017278878448311605
15,2021-01-25,0.0017332050935187286
15,2021-01-26,0.0018415468177773074
15,2021-01-27,0.002033743954291099
15,2021-01-28,0.0021062693980896203
15,2021-01-29,0.002152394517865491
15,2021-02-01,0.0022847815518677156
15,2021-02-02,0.002434613664316302
15,2021-02-03,0.0023715916679456993
15,2021-02-04,0.002372692891983672
15,2021-02-05,0.002178059819341213
15,2021-02-08,0.002201773669707487
15,2021-02-09,0.002167047689838923
15,2021-02-10,0.0021597485663639136
15,2021-02-11,0.002075886714368933
15,2021-02-12,0.0020112660002515144
15,2021-02-16,0.001960646466073384
15,2021-02-17,0.001955535959122696
15,2021-02-18,0.0019572030170284986
15,2021-02-19,0.002011005775479629
15,2021-02-22,0.0020599312957508263
15,2021-02-23,0.0020999441272240345
15,2021-02-24,0.0021659358468036887
15,2021-02-25,0.0021305779031719264
15,2021-02-26,0.002015659634801618
15,2021-03-01,0.0020621379490662166
15,2021-03-02,0.0020209577006206647
15,2021-03-03,0.0020136173101965174
15,2021-03-04,0.0019821939667930104
15,2021-03-05,0.0021009873477255995
15,2021-03-08,0.0022336396816980022
15,2021-03-09,0.00232720293769855
15,2021-03-10,0.0022887988099801106
15,2021-03-11,0.002354739480930883
15,2021-03-12,0.0023122464294160787
15,2021-03-15,0.002358252051825862
15,2021-03-16,0.002357369595761254
15,2021-03-17,0.0023196766289405053
15,2021-03-18,0.002384814053240449
15,2021-03-19,0.0023544890502223935
15,2021-03-22,0.0023062778740103197
15,2021-03-23,0.0023454424395213903
15,2021-03-24,0.002333651283364195
15,2021-03-25,0.002332371695211329
15,2021-03-26,0.0022524504046532254
15,2021-03-29,0.0022908632469354623
15,2021-03-30,0.0021746231281548427
15,2021-03-31,0.002173101079347882
15,2021-04-01,0.002109717504868483
15,2021-04-05,0.002022093537681949
15,2021-04-06,0.0018398732751430953
15,2021-04-07,0.0016303311376387123
15,2021-04-08,0.0015035346787957101
15,2021-04-09,0.0014188898676914085
15,2021-04-12,0.0013424326487204254
15,2021-04-13,0.001352873715368899
15,2021-04-14,0.0013338863417347727
15,2021-04-15,0.0013238003152360345
15,2021-04-16,0.0012899018392132638
15,2021-04-19,0.0011711525720789692
15,2021-04-20,0.0012259764253663575
15,2021-04-21,0.0012323048189171498
15,2021-04-22,0.0010576245572278427
15,2021-04-23,0.0011001686465088975
15,2021-04-26,0.0010504469153551751
15,2021-04-27,0.0009467518220017679
15,2021-04-28,0.0008637836505884922
15,2021-04-29,0.0008538819969482243
15,2021-04-30,0.0008827387444729116
15,2021-05-03,0.0008865140146645261
15,2021-05-04,0.0009351689348469519
15,2021-05-05,0.0010077827961263717
15,2021-05-06,0.0010606986945744246
15,2021-05-07,0.001082200973441347
15,2021-05-10,0.0011865744732908624
15,2021-05-11,0.001248277738410526
15,2021-05-12,0.0014054177484987146
15,2021-05-13,0.0014738704017878362
15,2021-05-14,0.001593973030907189
15,2021-05-17,0.001622603988047266
15,2021-05-18,0.0016422021414093046
15,2021-05-19,0.0015363484196792112
15,2021-05-20,0.0015071175478841884
15,2021-05-21,0.0014942564549262798
15,2021-05-24,0.0013719729389857186
15,2021-05-25,0.0013619275817888844
15,2021-05-26,0.001408118821375095
15,2021-05-27,0.0013760213187610705
15,2021-05-28,0.0012983777030656785
15,2021-06-01,0.0013164594629011823
15,2021-06-02,0.0012864985335696063
15,2021-06-03,0.001234398172018881
15,2021-06-04,0.0011753643316178381
15,2021-06-07,0.001151111637333123
15,2021-06-08,0.0011101632668398364
15,2021-06-09,0.0009966964353124422
15,2021-06-10,0.0009457383817708332
15,2021-06-11,0.000749641989567301
15,2021-06-14,0.0006470193956226904
15,2021-06-15,0.0005436749834489941
15,2021-06-16,0.0004960996589340407
15,2021-06-17,0.0005780214102001131
15,2021-06-18,0.000655784447478454
15,2021-06-21,0.0007199149005975323
15,2021-06-22,0.0007259244598983901
15,2021-06-23,0.0007462881431261188
15,2021-06-24,0.0007378743900367267
15,2021-06-25,0.0007146444400437191
15,2021-06-28,0.0007574403858782924
15,2021-06-29,0.0007782579385941962
15,2021-06-30,0.0007077217086307885
15,2021-07-01,0.0006649219779241325
15,2021-07-02,0.0006440274264498923
15,2021-07-06,0.0007252303167024268
15,2021-07-07,0.0007059382435551736
15,2021-07-08,0.0007484380419677863
15,2021-07-09,0.0008427790488053843
15,2021-07-12,0.0008057696206696239
15,2021-07-13,0.0008630903755424928
15,2021-07-14,0.000913873155411574
15,2021-07-15,0.0009094460481011258
15,2021-07-16,0.0009416635494411922
15,2021-07-19,0.0008996717930187437
15,2021-07-20,0.0009680553067295458
15,2021-07-21,0.000962645030326724
15,2021-07-22,0.0011238830373909955
15,2021-07-23,0.0011395473904993693
15,2021-07-26,0.0011468053676477745
15,2021-07-27,0.0011904114414639788
15,2021-07-28,0.0011712948257274788
15,2021-07-29,0.0012204689562717802
15,2021-07-30,0.001247856330929971
15,2021-08-02,0.0012399603518381689
15,2021-08-03,0.0012823064068984346
15,2021-08-04,0.0012749401847573978
15,2021-08-05,0.0013147200996672583
15,2021-08-06,0.0013116079338333945
15,2021-08-09,0.0012329378486927159
15,2021-08-10,0.001330982359275369
15,2021-08-11,0.0013313588722259962
15,2021-08-12,0.0012645517652430578
15,2021-08-13,0.0012706109168700275
15,2021-08-16,0.001263851924563293
15,2021-08-17,0.0012521783802648932
15,2021-08-18,0.0010878828275877517
15,2021-08-19,0.0010368162976157587
15,2021-08-20,0.0009447099475732759
15,2021-08-23,0.0009545974975472409
15,2021-08-24,0.0009361007201843537
15,2021-08-25,0.0008750811059160158
15,2021-08-26,0.0008674957346755438
15,2021-08-27,0.0009389663421582131
15,2021-08-30,0.0009458430773082376
15,2021-08-31,0.0009583948723464042
15,2021-09-01,0.0009250014709329145
15,2021-09-02,0.0009075174886706306
15,2021-09-03,0.0008619240410855814
